time,q0_real,q1_real,q0_target,q1_target,triggered,bits_used
0.0,0.0,0.0,0.0,0.0,0,0
0.004166666666666667,0.003260538812048274,-2.768247175565381e-05,0.004166618441525474,-1.73610106419253e-05,1,256
0.008333333333333333,0.007194954592268228,-6.129692206084531e-05,0.00833294753622253,-6.944283694904074e-05,1,256
0.0125,0.011269930945506237,-9.706844441583959e-05,0.012498697957356166,-0.00015624186214868718,0,0
0.016666666666666666,0.015618400624793681,-0.00013708401258989217,0.01666358041837681,-0.0002777520585657278,1,256
0.020833333333333332,0.019771263276089305,-0.00017813693834744132,0.020827305693009543,-0.00043396498804093575,0,0
0.025,0.02386778725319912,-0.00022243769653754617,0.024989584635339165,-0.0006248698025168586,0,0
0.029166666666666667,0.028044415325378307,-0.00027220461645013997,0.029150128199889616,-0.0008504532447915492,0,0
0.03333333333333333,0.03243418572821378,-0.0003296794145915642,0.0333086474616965,-0.0011106996494388288,0,0
0.0375,0.037167727510126446,-0.00039710984852822764,0.03746485363637117,-0.001405590943896251,1,256
0.041666666666666664,0.04136766741255428,-0.0004673026598700764,0.041618458100155124,-0.0017351066497202638,1,256
0.04583333333333333,0.0454590614374716,-0.0005449291460981366,0.045769172409963164,-0.002099223884008128,0,0
0.05,0.049577701271739195,-0.0006324057038629475,0.04991670832341408,-0.0024979173609870897,0,0
0.05416666666666667,0.05385601240433107,-0.0007321184193939817,0.054060777818847335,-0.002931159393770477,0,0
0.058333333333333334,0.0584240102279505,-0.0008465155234431383,0.05820109311532449,-0.003398919896279995,1,256
0.0625,0.06256336912061053,-0.0009693997150829422,0.062337366692613846,-0.003901166385335497,1,256
0.06666666666666667,0.06661525983915297,-0.0011047213768955316,0.06646931131115703,-0.004437863982910295,0,0
0.07083333333333333,0.07071337796067197,-0.0012550467898650678,0.07059664003201609,-0.005008975418553718,0,0
0.075,0.07498805931246093,-0.001422972559379207,0.07471906623679961,-0.005614461031978879,0,0
0.07916666666666666,0.07956706680516341,-0.0016111032134337273,0.07883630364756676,-0.006254278775816968,1,256
0.08333333333333333,0.08367543681702704,-0.0018121633961160567,0.08294806634670751,-0.0069283842185374755,1,256
0.0875,0.08768725340026408,-0.00203037579642218,0.08705406879679797,-0.007636730547533277,0,0
0.09166666666666666,0.09173424357408654,-0.0022685289085913425,0.0911540258604292,-0.008379268572371756,0,0
0.09583333333333333,0.09594492964306744,-0.0025293252370789153,0.09524765282000835,-0.009155946728210684,0,0
0.1,0.10044535633736743,-0.0028155912980888102,0.09933466539753061,-0.009966711079379187,1,256
0.10416666666666667,0.10450352358175863,-0.0031197440515442964,0.10341477977432052,-0.010811505323123138,1,256
0.10833333333333334,0.10847012261178296,-0.003445774069081425,0.10748771261074165,-0.01169027079351509,0,0
0.1125,0.11247448918343016,-0.0037966176801594513,0.11155318106587273,-0.012602946465528342,0,0
0.11666666666666667,0.11664304567183817,-0.004175226525742316,0.11561090281714928,-0.013549468959274669,0,0
0.12083333333333333,0.12109938191788798,-0.0045845759330404145,0.1196605960799693,-0.014529772544405739,1,256
0.125,0.12511011911478806,-0.005016303149977732,0.12370197962726147,-0.015543789144677633,1,256
0.12916666666666665,0.1290276409222969,-0.005474366643050077,0.12773477280901466,-0.01659144834267834,0,0
0.13333333333333333,0.13297883929301618,-0.005961886020788684,0.13175869557176753,-0.01767267738471806,0,0
0.1375,0.13708769571875765,-0.006481996539970298,0.13577346847805644,-0.018787401185881014,0,0
0.14166666666666666,0.14147528590770825,-0.007037861613872961,0.13977881272582077,-0.019935542335240197,1,256
0.14583333333333334,0.14543034291395238,-0.0076204696708371995,0.14377445016776408,-0.021117021101232814,1,256
0.15,0.14929366823650697,-0.008233616178850206,0.14776010333066977,-0.02233175543719701,0,0
0.15416666666666667,0.1531893591479959,-0.008880603901493212,0.15173549543467,-0.023579660987069928,0,0
0.15833333333333333,0.15723857028077512,-0.009564752441581446,0.15570035041246616,-0.02486065109124541,0,0
0.1625,0.16155946964476472,-0.010289413773026694,0.15965439292850048,-0.026174636792592132,1,256
0.16666666666666666,0.1654552449280938,-0.011044798838966833,0.1635973483980761,-0.02752152684263115,1,256
0.17083333333333334,0.1692593056523214,-0.011834562800537057,0.16752894300642565,-0.028901227707872512,0,0
0.175,0.17309263945274217,-0.012662191120934535,0.17144890372772567,-0.030313643576310556,0,0
0.17916666666666667,0.17707323895957638,-0.013531187278231471,0.17535695834405704,-0.03175867636407759,0,0
0.18333333333333332,0.18131599317274932,-0.014445091490308109,0.1792528354643086,-0.03323622572225521,1,256
0.1875,0.18514636123384628,-0.015393355589900343,0.18313626454302379,-0.03474618904384286,1,256
0.19166666666666665,0.18888568602820813,-0.016379442976286355,0.1870069758991883,-0.03628846147088338,0,0
0.19583333333333333,0.19265143542420357,-0.017407019472538997,0.19086470073495804,-0.03786293590174472,0,0
0.2,0.19655812178074822,-0.01847977397132189,0.19470917115432526,-0.03946950299855745,0,0
0.20416666666666666,0.20071659282787083,-0.019601424928162095,0.19854012018172246,-0.04110805119480776,1,256
0.20833333333333334,0.20447645046230567,-0.020760646465334834,0.20235728178056236,-0.04277846670308488,1,256
0.2125,0.20814554550364062,-0.02196068926003269,0.20616039087171237,-0.04448063352298315,0,0
0.21666666666666667,0.21183736524685617,-0.023205395701437384,0.2099491833519029,-0.046214433449157544,0,0
0.22083333333333333,0.21566229715532903,-0.02449863311017623,0.21372339611206767,-0.04797974607953215,0,0
0.225,0.2197269093288245,-0.02584430048987681,0.21748276705561512,-0.04977644882366156,1,256
0.22916666666666666,0.22341065777008423,-0.027230315894087993,0.22122703511662936,-0.051604416911243844,1,256
0.23333333333333334,0.22700399044766786,-0.028659677756209256,0.22495594027799984,-0.05346352340078536,0,0
0.2375,0.23061586980335771,-0.030136399470312308,0.22866922358947772,-0.055353639188415904,0,0
0.24166666666666667,0.23435197080284517,-0.03166452092527072,0.23236662718565876,-0.05727463301685426,0,0
0.24583333333333332,0.23831395639554334,-0.033248115630199845,0.23604789430389017,-0.059226371484523255,1,256
0.25,0.24191632282397404,-0.03487437569629463,0.2397127693021015,-0.06120871905481362,1,256
