#{"t_start": 1775959733.6788962, "env_id": "None"}
r,l,t
-5638.799402,58,43.947092
-10776.942765,96,43.965821
-5404.185209,59,43.977073
-10923.016208,90,43.994799
-9097.508369,80,44.010798
-6054.155636,69,44.024316
-6240.248436,64,44.03845
-6906.268712,69,44.051967
-9184.062701,84,44.068121
-8493.554278,78,44.083124
-9419.371326,83,44.099121
-9538.932457,88,44.115742
-10649.499626,95,44.134303
-8157.049612,68,44.147763
-8092.701165,74,44.161651
-7021.240559,66,44.174031
-6504.223406,70,44.187095
-10489.826107,88,44.203835
-7115.133969,78,44.21871
-9762.490595,83,44.234453
-8979.50073,77,44.251074
-8908.300709,70,44.264483
-10777.450786,92,44.28189
-6576.899598,71,44.295454
-8101.399862,70,44.309096
-8210.442409,85,44.325345
-8615.277605,75,44.339659
-6090.843291,68,44.353793
-7592.184777,64,44.366118
-6541.204148,65,44.378385
-10573.683371,93,44.39587
-8063.46764,82,44.411384
-8120.36867,78,44.426373
-10019.609355,90,44.443326
-7937.838645,69,44.45721
-8922.157925,81,44.472946
-11033.714257,98,44.491666
-9362.205173,96,44.510118
-9118.936884,82,44.525682
-6875.843037,72,44.539428
-6491.825321,60,44.550907
-9705.339272,89,44.568719
-6156.719701,72,44.582518
-6287.150688,52,45.019233
-9122.944665,87,45.03605
-7504.192191,73,45.049946
-8549.753358,80,45.06559
-12332.166773,98,45.085953
-6771.806333,63,45.100001
-9433.328318,80,45.115703
-7096.405264,63,45.128019
-9679.835805,85,45.144778
-8960.119051,72,45.158571
-7870.471255,66,45.171374
-9258.086843,82,45.188076
-6562.035919,69,45.202062
-10096.602282,87,45.218877
-6327.536063,60,45.230437
-9324.122354,84,45.247069
-9923.159291,86,45.263739
-9634.48351,87,45.280432
-5393.642317,56,45.291216
-7816.310291,70,45.306006
-7312.880718,75,45.320519
-7318.689278,74,45.334686
-8077.525134,86,45.351151
-6365.892508,66,45.363899
-10272.829953,94,45.381706
-7341.448262,74,45.396813
-8441.400078,78,45.41227
-8861.363128,87,45.429409
-5083.111431,48,45.43864
-5498.485932,42,45.446726
-9423.74511,95,45.464973
-7417.10562,71,45.478557
-6942.76364,67,45.491331
-6089.107405,69,45.505281
-7081.8408,64,45.517939
-9684.275355,88,45.534632
-5905.866441,71,45.548109
-9388.816284,78,45.562917
-9274.389363,93,45.580682
-7675.498575,76,45.595256
-7675.247534,71,45.609675
-11512.675284,100,45.628968
-8181.352433,78,45.643942
-6393.146949,64,45.656183
-9924.595828,89,45.673201
-9767.88836,82,45.688955
-6503.287782,65,45.701446
-10712.50367,86,45.718668
-7084.564124,73,45.733109
-9136.883685,84,45.74935
-8981.237595,82,45.765031
-8917.547936,80,45.78038
-5180.913007,56,45.791044
-5009.603148,51,45.801017
-9886.128627,86,46.25765
-9170.239178,79,46.273825
-10236.055379,91,46.292692
-8813.916743,89,46.313036
-12769.098731,106,46.333841
-9368.35961,72,46.349297
-9857.838332,98,46.370719
-10212.520287,98,46.390744
-7940.097235,77,46.405882
-10110.432329,79,46.421211
-6679.141581,77,46.436091
-8610.38308,86,46.453387
-6620.90949,70,46.467551
-8821.460597,88,46.484599
-8665.408023,80,46.499935
-10829.367599,99,46.51885
-5992.867294,71,46.532551
-8949.607451,85,46.568894
-11138.923112,94,46.598312
-11777.855867,100,46.637968
-10569.083002,96,46.666634
-11599.671272,90,46.685881
-8506.5602,80,46.701634
-8650.723121,80,46.717073
-4756.870839,47,46.726271
-8752.542052,85,46.743504
-6947.259242,64,46.756492
-12808.071415,100,46.777551
-10384.052861,95,46.798513
-8187.506483,67,46.815127
-7986.162917,74,46.830929
-8124.083607,85,46.84988
-10320.454362,84,46.866841
-7290.644821,66,46.882804
-8540.528034,79,46.899501
-8796.015782,82,46.91729
-10267.353924,87,46.93648
-7788.960824,81,46.953139
-6326.3734,57,46.964493
-9695.396385,90,46.984281
-12382.60377,102,47.004976
-8920.813599,88,47.02241
-8476.400338,74,47.03705
-11201.537657,99,47.056114
-10982.280218,85,47.072801
-7672.846445,74,47.088329
-9438.218769,84,47.104553
-8700.379709,80,47.119733
-7028.387697,68,47.132636
-10813.788151,104,47.59859
-8524.95792,80,47.61492
-9599.059459,98,47.634467
-10917.237232,91,47.652457
-9685.015594,85,47.668807
-9916.042653,90,47.686961
-7425.65647,79,47.702749
-7999.097777,78,47.719368
-7275.118415,67,47.734762
-5120.088657,54,47.746191
-11660.492286,96,47.766073
-8006.427579,75,47.78134
-8429.013516,79,47.797941
-8506.677537,85,47.815711
-8926.356378,83,47.833679
-8133.440352,84,47.850854
-7204.288641,73,47.865419
-8206.866024,92,47.883364
-8131.608594,76,47.898472
-5279.018814,60,47.910047
-8281.823986,68,47.923973
-8903.255297,95,47.942645
-11155.16217,102,47.961806
-9028.968006,93,47.979958
-9218.59725,81,47.995453
-7852.941231,75,48.010158
-7157.327559,71,48.023865
-9516.595052,90,48.041934
-7689.385878,72,48.056514
-11633.727928,88,48.073916
-9133.401162,82,48.089938
-10416.944099,89,48.106982
-6000.794031,61,48.118687
-6652.192778,63,48.131073
-10471.658469,92,48.150298
-8630.513522,76,48.165361
-8687.027488,85,48.181576
-10540.982369,92,48.199182
-9932.442483,86,48.21605
-8238.257179,76,48.230836
-8654.705624,82,48.248603
-5251.602654,56,48.260086
-7992.810954,68,48.274476
-8949.645506,85,48.291271
-11574.547722,78,48.306113
-6495.74674,72,48.320012
-9501.786672,90,48.337171
-7738.716297,71,48.351678
-10358.172129,98,48.371023
-10273.161826,82,48.386701
-8740.584247,83,48.402444
-5654.945318,66,48.944733
-10105.172746,92,48.964645
-10858.024113,103,48.986523
-7511.023013,78,49.001861
-4997.514224,49,49.011376
-8712.350022,92,49.028946
-9915.010441,94,49.047592
-6829.066468,76,49.063318
-7147.735374,65,49.07662
-7704.023248,78,49.093264
-8697.837162,72,49.107557
-8944.143475,76,49.12264
-9372.822957,84,49.138836
-14077.814152,108,49.159752
-5445.291596,57,49.171407
-6509.234821,68,49.18481
-10087.890918,80,49.202604
-9720.815451,89,49.221099
-9012.884193,83,49.238039
-8836.515843,87,49.256245
-7454.701084,80,49.272913
-8569.789117,76,49.289041
-8849.919456,84,49.308547
-10172.148669,80,49.325468
-6866.25127,80,49.342134
-13735.711075,98,49.362229
-5841.755191,61,49.374301
-9598.961102,96,49.393504
-7297.342095,76,49.409522
-8572.736249,91,49.427469
-10916.187964,89,49.445079
-9127.290827,86,49.461817
-6130.828882,66,49.474823
-9668.59398,83,49.49088
-10566.083335,94,49.509887
-5725.045741,56,49.521262
-8206.466713,82,49.537146
-8180.199653,72,49.551084
-8333.108611,80,49.566904
-9231.816392,85,49.583506
-9795.675786,94,49.601949
-9395.648554,92,49.620717
-6339.283221,60,49.632677
-6462.339271,64,49.645034
-8470.307775,73,49.658902
-7034.018464,70,49.672196
-8396.767299,71,49.686014
-8030.079603,70,49.699534
-8594.263212,89,49.716518
-8620.718449,76,49.732257
-5822.566167,60,49.743753
-11353.720971,102,49.762869
-9974.958676,89,50.211603
-8173.316912,80,50.226975
-9504.70502,90,50.244081
-6791.660285,71,50.259311
-6681.828254,74,50.274013
-9105.87037,80,50.28942
-9451.151327,97,50.308143
-8564.721274,92,50.325523
-9223.748139,80,50.340871
-8196.55758,85,50.357807
-7644.188611,73,50.372254
-9612.917121,90,50.389524
-5181.815221,52,50.399345
-9888.269649,105,50.419211
-7778.655455,79,50.434306
-8180.08812,86,50.450716
-9696.655087,96,50.469738
-9459.579808,90,50.487108
-5403.974181,59,50.498287
-5712.130045,58,50.509098
-10021.665793,91,50.526487
-5687.401767,68,50.53964
-8580.074299,72,50.553514
-8347.215703,78,50.569384
-6702.417233,82,50.585109
-9142.99579,90,50.602237
-9217.077129,95,50.620458
-7310.833277,69,50.633725
-7734.41762,78,50.648673
-10260.924861,83,50.664668
-7762.811691,88,50.683011
-12001.853102,98,50.702133
-5565.51126,62,50.714197
-8520.376767,76,50.729047
-9763.321083,92,50.746714
-10798.560761,105,50.766819
-11134.123162,94,50.78583
-8327.245671,81,50.801774
-6484.00842,71,50.815594
-4807.623927,58,50.82684
-13092.358692,100,50.846226
-6156.001305,72,50.860113
-8578.099564,74,50.874358
-8062.48351,83,50.891059
-8610.514912,80,50.906442
-5638.485336,64,50.918745
-9847.269327,78,50.933635
-6004.071294,66,50.979032
-6583.66491,70,51.025987
-5513.057909,62,51.038021
-8331.744114,76,51.052577
-10713.325617,94,51.506247
-7938.83359,80,51.523355
-8632.65278,84,51.542569
-6215.875861,63,51.554849
-6288.511847,60,51.566263
-9456.502541,90,51.583356
-9371.712935,100,51.602329
-8118.951479,90,51.619508
-9192.075848,81,51.635987
-6502.356462,66,51.648686
-7805.987462,90,51.665898
-12335.170491,100,51.684908
-6960.563358,70,51.698275
-10630.286502,95,51.716364
-7766.437174,76,51.731467
-6852.128808,70,51.745178
-12179.955796,94,51.763137
-11103.908103,95,51.781388
-7633.02006,76,51.796375
-9143.383054,87,51.814017
-11710.872008,96,51.832563
-11230.01928,98,51.852712
-9355.279113,96,51.870926
-9364.448822,87,51.887276
-6802.537423,64,51.899396
-6148.824988,66,51.911849
-7785.898907,81,51.927608
-5065.078059,48,51.936913
-7012.420313,77,51.953956
-10457.71101,92,51.971486
-7157.04643,82,51.986923
-8371.098913,82,52.002631
-11318.994885,95,52.020686
-9959.408711,90,52.037699
-8534.134384,90,52.056305
-9007.643691,88,52.073763
-6222.470662,64,52.086197
-11232.4133,97,52.104856
-7565.502907,81,52.120269
-8706.508815,80,52.135352
-12578.299137,103,52.15551
-8311.409021,79,52.17116
-9394.011376,83,52.186999
-8766.247465,77,52.20176
-8501.367564,79,52.216784
-5380.052524,61,52.228301
-10162.223724,90,52.245514
-9550.748626,97,52.264875
-8855.150008,84,52.281261
-9492.665613,87,52.719977
-8126.626261,87,52.736524
-10304.376671,84,52.752911
-8376.646714,83,52.768698
-6698.216739,70,52.781952
-9565.220784,90,52.801309
-9915.763117,81,52.817206
-7902.975067,81,52.832872
-11730.735055,99,52.852095
-9149.691449,84,52.867917
-11118.744277,102,52.887349
-8475.931004,78,52.903499
-8104.263326,81,52.919374
-8647.417212,95,52.937903
-9246.05068,93,52.955751
-7885.899637,77,52.97057
-8892.778995,94,52.98866
-13115.000833,89,53.006982
-6742.115148,76,53.021901
-8748.070819,87,53.039231
-7361.393211,76,53.053951
-10192.141799,90,53.071263
-9732.354079,92,53.089038
-6313.853474,69,53.103206
-5609.870232,63,53.115631
-9344.964593,92,53.133119
-9691.434072,83,53.149002
-9337.917016,86,53.165461
-11762.854111,97,53.183926
-11677.038734,93,53.201526
-9655.605108,90,53.219899
-12200.643534,107,53.240447
-7951.913564,92,53.258841
-8410.435814,82,53.274543
-9303.819176,92,53.291967
-8153.092061,92,53.309317
-7984.543756,84,53.326614
-8256.561771,86,53.343152
-9449.433058,83,53.359045
-8345.089731,83,53.37493
-7562.922073,84,53.390953
-7863.770687,79,53.406133
-8437.702443,85,53.423141
-6715.293649,66,53.436177
-5146.095538,63,53.44824
-5866.813101,56,53.458845
-7867.472803,71,53.472254
-7221.111313,60,53.483665
-7583.800377,90,53.500648
-6429.499701,65,53.966625
-9158.312513,83,53.982764
-8093.324793,76,53.998458
-10532.453034,105,54.020369
-10423.206761,103,54.040761
-7944.089707,77,54.057496
-8073.030623,76,54.073119
-9543.569939,95,54.091634
-9862.185107,96,54.110251
-8277.853937,82,54.12591
-5889.65472,72,54.139792
-6419.713194,66,54.152268
-6903.305411,70,54.166993
-10793.062358,99,54.18571
-7972.066824,84,54.201503
-7478.493981,82,54.216882
-8291.398035,81,54.232113
-7196.321476,73,54.246355
-11398.035384,101,54.266553
-10140.644679,97,54.28564
-9897.823074,95,54.303602
-8850.522495,81,54.319304
-12095.439993,85,54.336484
-10842.580778,94,54.354662
-8785.982616,78,54.370576
-8914.117086,84,54.386874
-6925.302977,75,54.401119
-7278.067649,79,54.416121
-8847.671149,83,54.43215
-6984.774813,76,54.446893
-8791.795251,90,54.464123
-8574.505474,80,54.480575
-9247.247292,96,54.498871
-9526.387469,87,54.515366
-8572.225392,87,54.531888
-9168.66125,91,54.549443
-8524.820262,84,54.565431
-8924.043826,93,54.584111
-9263.049506,87,54.600811
-8519.791681,82,54.616572
-5880.762826,58,54.627634
-7888.550089,86,54.644256
-10578.668091,100,54.663332
-10936.997327,102,54.683492
-10836.728833,102,54.703325
-9459.136963,86,54.719865
-5475.344872,57,54.730705
-9162.99183,84,54.746747
-8423.115531,79,55.206921
-8959.340458,94,55.226092
-8597.459932,88,55.243007
-9091.753874,96,55.261461
-9170.941449,86,55.278159
-6377.20577,71,55.291794
-6066.655095,73,55.305905
-8898.633956,85,55.323547
-7634.010188,82,55.33981
-8718.346938,81,55.355399
-11501.690551,105,55.375578
-6564.650138,76,55.390239
-8739.236171,84,55.406312
-9306.261243,88,55.423949
-8097.709328,84,55.440191
-9304.057106,89,55.457279
-9372.39848,89,55.474271
-10248.547029,105,55.494239
-10024.498185,94,55.512089
-8079.489848,85,55.530582
-8878.817286,90,55.547886
-8297.252557,79,55.563137
-12372.419904,106,55.583474
-6489.511936,64,55.595817
-11864.967404,106,55.616323
-7534.080878,74,55.631751
-8929.636376,89,55.648929
-8981.854602,88,55.665447
-10137.338958,100,55.684273
-5925.781257,62,55.696211
-8076.315353,78,55.711159
-8803.602132,84,55.727156
-12249.974403,113,55.749928
-8375.791177,90,55.767222
-8839.158338,84,55.78329
-11153.146519,101,55.802632
-7119.943595,68,55.815605
-7522.627861,81,55.831836
-10857.582086,96,55.850658
-9509.843346,88,55.867655
-6816.010101,68,55.880499
-11055.571541,92,55.897816
-6556.173361,64,55.9101
-7327.898214,79,55.925073
-9432.134624,93,55.943653
-9173.224216,83,55.959832
-8080.33236,82,55.97569
-8186.728997,83,55.991751
-8165.185201,80,56.438412
-8761.298971,83,56.454406
-10363.573081,91,56.472998
-12126.178105,104,56.493096
-7360.298286,71,56.50658
-11471.202892,105,56.526354
-9874.282664,89,56.543403
-9441.560668,96,56.561755
-7805.232689,77,56.577404
-10700.74792,104,56.597183
-7944.787046,82,56.612754
-8912.544183,94,56.630625
-6327.251306,67,56.643247
-9310.723093,82,56.658687
-7425.105605,83,56.674419
-9464.530938,95,56.693578
-8695.732081,84,56.709804
-8563.747223,90,56.727011
-8861.172932,86,56.743464
-6867.308016,76,56.757941
-7816.007263,83,56.773682
-6034.430493,62,56.786192
-8685.570392,86,56.803444
-7459.133389,85,56.820342
-8767.788204,82,56.83628
-10393.807024,82,56.852019
-9059.10128,85,56.868226
-10107.188614,88,56.885887
-8349.669948,80,56.901557
-11345.277909,97,56.936145
-9119.344765,90,56.956721
-12103.255148,100,56.975904
-8722.874836,90,56.993667
-6080.993584,62,57.005787
-6833.732528,76,57.020496
-10215.426987,100,57.039603
-9205.917444,78,57.055063
-10043.618915,86,57.071782
-9259.714201,86,57.088195
-11331.71755,96,57.107968
-6800.440283,72,57.121897
-6933.936313,76,57.13621
-9123.680493,98,57.155092
-6618.672666,81,57.170461
-9042.638853,88,57.187088
-7143.846385,79,57.202072
-8503.666182,84,57.219273
-6307.916899,80,57.23442
-9537.734721,93,57.684248
-9962.73839,96,57.702718
-7218.517966,67,57.715338
-8188.066368,74,57.730058
-6876.733979,77,57.745183
-9951.056817,96,57.763851
-7966.258256,82,57.779416
-9096.005446,94,57.797712
-8834.747357,80,57.812971
-5315.575728,59,57.824276
-7139.990871,76,57.83997
-11739.430437,98,57.858796
-10017.049875,92,57.876443
-11084.771098,104,57.896233
-8714.604784,80,57.911529
-7792.118758,87,57.927902
-9752.600728,96,57.947344
-8030.681089,85,57.963948
-6955.735826,78,57.978846
-7983.971627,82,57.994425
-10651.697294,96,58.012622
-11294.498244,96,58.030677
-10305.882567,95,58.049306
-11470.611687,98,58.06904
-8014.191864,82,58.084941
-7166.342951,80,58.100412
-8421.836527,87,58.117033
-10431.862828,88,58.133766
-8984.378076,94,58.152403
-10694.431615,103,58.172431
-9151.339795,93,58.190197
-9146.81216,90,58.207137
-8344.187409,84,58.222954
-7194.90468,76,58.237419
-8641.542116,79,58.253179
-8010.956277,76,58.268684
-10108.320735,86,58.285211
-8336.149073,74,58.30057
-8512.402877,90,58.318946
-9451.351695,88,58.336494
-5936.566422,60,58.348013
-8993.38649,91,58.366513
-8133.339292,84,58.383143
-8921.554539,84,58.399281
-8603.392224,84,58.415215
-8056.694728,82,58.430773
-9885.176517,89,58.447787
-8822.241093,92,58.465465
-7068.647943,71,58.931934
-7041.327081,79,58.948399
-8657.595242,70,58.961883
-9951.52336,87,58.978329
-13997.477054,114,59.001461
-9457.857261,100,59.021483
-7802.460678,82,59.038805
-7353.208697,90,59.056631
-7297.788114,82,59.07317
-7782.796075,88,59.090246
-10704.282763,96,59.109988
-6489.661269,71,59.123905
-10143.196885,92,59.141832
-10495.732346,89,59.159341
-9375.452933,101,59.178925
-8098.649268,85,59.195245
-8983.06393,90,59.213168
-11877.5059,111,59.234818
-9970.889398,97,59.254087
-10469.927332,98,59.272826
-9412.190209,88,59.289536
-10246.354488,88,59.30599
-8460.352747,91,59.324615
-5680.193685,72,59.338434
-8543.851152,91,59.356447
-4967.546772,57,59.367735
-9789.747713,98,59.38729
-6541.375554,64,59.399667
-12171.799537,103,59.419412
-5905.245878,56,59.431457
-5834.419228,68,59.444328
-9540.760412,84,59.460162
-8154.741898,83,59.475893
-9570.99246,97,59.494137
-7357.007946,79,59.508978
-9532.938551,95,59.52767
-9929.287067,90,59.545229
-6407.988699,81,59.560635
-9433.900995,93,59.578232
-9225.235905,93,59.595844
-6133.77505,57,59.606862
-8730.432946,86,59.623384
-11903.57569,106,59.645047
-8734.726673,85,59.661797
-8427.11899,84,59.678495
-8365.901944,81,59.695441
-7902.171134,80,59.710932
-9787.975169,100,60.156477
-7546.155684,82,60.173791
-9422.137582,95,60.192078
-10237.182986,94,60.209863
-8190.118883,61,60.22162
-8549.009258,84,60.237745
-6511.408302,68,60.251208
-10445.03577,83,60.267941
-6791.259903,82,60.284003
-9623.954852,89,60.301077
-10307.828081,95,60.319242
-5783.979785,65,60.331731
-10148.621888,92,60.34929
-10498.593504,91,60.366586
-7839.308578,81,60.383475
-7339.750169,78,60.398305
-7851.585978,82,60.414006
-6621.054076,76,60.428397
-6017.569133,65,60.440916
-7406.062509,83,60.456807
-7578.341467,82,60.472514
-6862.094709,74,60.487706
-7216.371844,80,60.503231
-8854.137719,83,60.518908
-7687.060523,73,60.533194
-8243.547132,81,60.548722
-9976.375616,89,60.566355
-6536.340665,66,60.5791
-8293.085997,78,60.595935
-7849.958764,78,60.610887
-8162.239323,86,60.627011
-8297.774507,84,60.642712
-7788.499113,75,60.657183
-8790.198198,90,60.674486
-11777.389093,105,60.695496
-9631.520977,85,60.711725
-7105.547042,66,60.724025
-11395.363798,103,60.743258
-8945.643828,94,60.761205
-7890.684678,86,60.778098
-8352.315124,90,60.796335
-7405.625947,92,60.820636
-8685.278597,94,60.839019
-9448.576817,91,60.856734
-10034.532572,94,60.874776
-7813.02216,84,60.891045
-7866.257367,83,60.908305
-10047.883326,99,60.92766
-8162.731049,85,60.944375
-7437.151855,79,61.387689
-9628.107696,95,61.405998
-6615.27736,73,61.419839
-9107.414904,89,61.438415
-8832.0654,91,61.456237
-7762.303571,88,61.473015
-5126.389311,60,61.484455
-8567.380412,86,61.500821
-11516.558444,105,61.520667
-8303.322994,77,61.536196
-8602.35809,67,61.549424
-8413.44775,78,61.564282
-8941.831179,80,61.579352
-9321.647097,91,61.596584
-11024.531019,108,61.61693
-6260.583484,74,61.630782
-10247.025009,88,61.648561
-6174.924678,70,61.661823
-6144.249421,58,61.673031
-9794.957226,100,61.692212
-11094.715272,108,61.712788
-6562.004389,78,61.727654
-8378.461492,83,61.74408
-7625.312368,82,61.760079
-5804.432395,70,61.773625
-10433.74505,113,61.795212
-5050.487661,61,61.807166
-7907.28787,73,61.821166
-7887.282315,91,61.838373
-7050.557988,84,61.855045
-6270.974764,75,61.869811
-11656.611417,98,61.889246
-10432.319488,110,61.910678
-9123.23321,85,61.927163
-8158.832706,75,61.941496
-5764.831084,73,61.956259
-9205.985101,93,61.974351
-9115.999084,89,61.991492
-6077.143388,66,62.004078
-7518.117479,87,62.020564
-8428.358268,91,62.037979
-6673.78929,72,62.051719
-7650.354293,78,62.067729
-8719.097804,90,62.085646
-7404.279955,83,62.10163
-7694.724612,82,62.117392
-9935.439883,96,62.135556
-10700.993699,101,62.154536
-9019.552841,96,62.17369
-9654.025063,92,62.620217
-7689.95987,82,62.636155
-8561.582709,101,62.655665
-6726.360335,70,62.669134
-8214.878988,85,62.686561
-9599.496512,89,62.703967
-7919.863858,83,62.719894
-8660.710572,82,62.735515
-10178.397632,94,62.753458
-9075.46683,95,62.771585
-9634.448166,92,62.788996
-9217.106077,89,62.808018
-5593.074168,59,62.819461
-7327.98112,86,62.835656
-7036.620881,81,62.851057
-7987.305448,90,62.868084
-9118.734177,96,62.886247
-9552.044758,88,62.903966
-9278.076227,93,62.922206
-7766.788351,82,62.937999
-11170.394504,86,62.954419
-8099.271353,84,62.970346
-9235.852665,99,62.989538
-9853.193684,91,63.008044
-7290.354225,78,63.023619
-9885.451687,100,63.042821
-11045.492841,100,63.061873
-8720.067868,92,63.080261
-7921.944114,88,63.097174
-9717.830737,100,63.117709
-13339.949056,117,63.140112
-7830.738634,86,63.156344
-8262.013892,88,63.172915
-11409.669824,102,63.192003
-5809.26221,59,63.203405
-7405.449842,79,63.219418
-5390.892519,63,63.231421
-6398.894992,71,63.245093
-8052.173849,89,63.262036
-10076.418398,93,63.280107
-8474.426876,88,63.29717
-8620.113083,94,63.31556
-10426.63079,102,63.336338
-8325.531888,88,63.353328
-8022.565918,82,63.36901
-9448.513789,84,63.384833
-8721.197939,91,63.827222
-8559.266067,85,63.843974
-6458.085445,76,63.859857
-8963.294588,100,63.878827
-9709.190297,97,63.897
-8648.642203,98,63.915589
-9382.151641,94,63.933661
-9552.194897,100,63.953571
-7029.115954,79,63.968917
-6769.908548,65,63.981171
-10142.145342,97,63.999428
-8300.115545,76,64.013758
-13323.254438,106,64.033678
-9592.595903,102,64.053845
-7961.535098,81,64.072732
-10743.729606,100,64.093533
-9839.593,90,64.111102
-7331.159134,82,64.127607
-6598.013848,73,64.141728
-7363.315554,81,64.157472
-8257.646424,84,64.174672
-11365.055667,102,64.194554
-6273.330992,69,64.207862
-8965.24284,91,64.225116
-9642.539762,98,64.244159
-10538.672066,102,64.264069
-5505.935104,62,64.277037
-10321.095197,90,64.294401
-9417.3243,89,64.311512
-7911.543986,84,64.327554
-9052.540594,86,64.343799
-8600.982215,78,64.358997
-10159.328298,100,64.37896
-9514.885752,94,64.398492
-9671.699683,87,64.415831
-6492.430742,67,64.428616
-8650.283125,82,64.444172
-9756.528702,94,64.462283
-10303.663535,86,64.478747
-11853.548048,101,64.499191
-7648.375123,80,64.514691
-9708.960938,94,64.533076
-6310.530865,61,64.545296
-11638.641006,99,64.564436
-6766.398343,76,64.579096
-8932.035988,85,64.596555
-7965.756283,74,64.610808
-8937.517405,90,64.627802
-8183.186183,85,65.076937
-8510.473388,98,65.096393
-9820.205341,93,65.115326
-6604.321481,73,65.13009
-7870.817521,80,65.14536
-6603.820598,82,65.161089
-9347.546915,94,65.178992
-7513.145713,85,65.19535
-9355.412169,92,65.213236
-8987.316622,90,65.232133
-7227.9018,69,65.246198
-9953.234202,96,65.264776
-9335.557233,84,65.281076
-9878.110434,94,65.299078
-8142.888018,87,65.31563
-9752.521113,91,65.334179
-11043.077894,96,65.352772
-9306.810978,90,65.369991
-6662.312344,71,65.383477
-9029.021337,90,65.400528
-8460.414058,89,65.417425
-8230.993014,89,65.434992
-8864.017716,92,65.452902
-8897.782771,88,65.469667
-6453.473974,77,65.484372
-9079.213121,92,65.501826
-8387.337172,85,65.518069
-8954.984918,95,65.536889
-6622.164437,76,65.551712
-9857.088532,102,65.57121
-8607.914188,81,65.586569
-9654.403267,98,65.605153
-5565.363437,65,65.617475
-8294.755656,84,65.633591
-5830.848237,63,65.6463
-10486.939288,91,65.664104
-13977.423735,114,65.685436
-9908.71822,94,65.702909
-7580.13595,80,65.717994
-9809.578705,97,65.736443
-6184.340996,71,65.750741
-7889.385762,87,65.767676
-8626.081239,84,65.78376
-5947.40471,83,65.800278
-10252.469567,98,65.819213
-9125.762617,92,65.836569
-9674.263367,88,65.854084
-8413.474408,91,66.293888
-10365.926766,107,66.31461
-10362.691696,104,66.33496
-7401.310428,69,66.348352
-8526.821108,94,66.366841
-6594.131203,72,66.381787
-6203.023617,65,66.394832
-6820.610966,70,66.408686
-7474.555136,92,66.42624
-10637.982383,103,66.446163
-11637.306278,100,66.465138
-7979.321617,92,66.482502
-6671.582006,72,66.49752
-6668.747993,75,66.512045
-9632.885787,100,66.530885
-8924.078617,95,66.548839
-6912.219449,75,66.563129
-9421.810892,89,66.580114
-9896.229696,88,66.597547
-7588.881633,87,66.614568
-6768.470599,72,66.628062
-9468.240487,94,66.645553
-8632.970375,79,66.660321
-8545.659901,90,66.677472
-7977.312475,80,66.692542
-6379.463022,86,66.709785
-10225.998852,95,66.727828
-9122.466206,100,66.74701
-10873.334825,88,66.763638
-5731.507885,68,66.776426
-9157.267253,96,66.794729
-9322.454697,96,66.814845
-7977.211352,75,66.828942
-7634.651838,89,66.84629
-8106.630203,81,66.861404
-9383.146523,100,66.879975
-7169.742965,82,66.895275
-11636.537251,103,66.916285
-8536.573887,84,66.932493
-7472.350463,78,66.947647
-9244.209377,90,66.964971
-9444.637611,97,66.983756
-8074.399731,88,67.000485
-9519.384605,84,67.017159
-8840.660384,78,67.045292
-9137.182728,88,67.067532
-9083.486252,92,67.08573
-6873.651483,76,67.536922
-8498.1163,94,67.556172
-9242.358651,88,67.573393
-6723.663226,87,67.590338
-9401.378174,90,67.607929
-9486.955609,93,67.625514
-10777.836726,100,67.644538
-9355.387543,101,67.665245
-6023.293113,68,67.678231
-7671.160466,90,67.695412
-9635.00183,91,67.712723
-5676.805541,68,67.725506
-8441.743143,91,67.742465
-8442.036049,80,67.758712
-8108.828468,81,67.774339
-6840.102763,77,67.789071
-6172.273754,80,67.804708
-7242.382502,81,67.820324
-8851.018776,85,67.836546
-7529.102144,81,67.852073
-9151.57397,88,67.870035
-8620.589127,84,67.886283
-13399.999281,89,67.903402
-7994.605388,88,67.920147
-7737.542686,88,67.937002
-8382.355801,88,67.953757
-8480.924507,76,67.969038
-10417.477722,98,67.988005
-9621.312629,84,68.003876
-7567.791126,78,68.018752
-9090.752985,99,68.037694
-8050.501402,87,68.05437
-8897.805309,85,68.071553
-8016.797778,86,68.088291
-9626.107592,95,68.106453
-8982.302583,88,68.123239
-7141.125352,75,68.137664
-7359.100957,88,68.154432
-8494.723072,88,68.171128
-9486.495712,90,68.189703
-10115.00252,100,68.208957
-9991.41576,102,68.228128
-8076.28201,88,68.244886
-8757.325074,83,68.261018
-7458.293742,75,68.275474
-9668.026269,87,68.293225
-6909.252704,71,68.306936
-7738.88605,90,68.770699
-8895.25686,86,68.786824
-7025.865721,84,68.80332
-7054.215039,83,68.820576
-6683.492572,79,68.835997
-8774.523583,96,68.854553
-6569.658294,70,68.867978
-12842.227492,111,68.888783
-8712.396808,88,68.90549
-8245.593875,84,68.922672
-12176.055605,111,68.944003
-9483.735472,102,68.964545
-9580.426551,82,68.980405
-9115.068102,96,68.998839
-10512.210059,101,69.018204
-7119.485445,71,69.032937
-9253.589958,90,69.050277
-10268.999493,92,69.068371
-8898.881903,88,69.085524
-7186.89204,79,69.10174
-10048.784772,84,69.118664
-11357.238439,99,69.138773
-10985.457279,102,69.15869
-7641.409872,84,69.174953
-7601.922102,84,69.191078
-7486.728958,77,69.205571
-5065.809037,70,69.21906
