#{"t_start": 1775967785.2824872, "env_id": "None"}
r,l,t
-27.540382,40,75.073322
-38.47357,65,75.084053
-49.161731,86,75.09819
-44.507551,39,75.104545
-87.177942,111,75.122698
-24.507884,20,75.126065
-39.359438,68,75.13815
-57.746465,76,75.150903
-37.801933,80,75.164332
-34.483515,53,75.442897
-116.387787,73,75.456335
-45.44022,32,75.461673
-66.510594,70,75.473191
-31.524878,43,75.48031
-40.992169,54,75.4891
-78.184992,72,75.500885
-57.087792,65,75.51152
-30.763208,40,75.518175
-45.516811,49,75.526224
-67.277255,82,75.539583
-64.616023,54,75.548528
-73.966703,73,75.562025
-64.425755,103,75.579059
-33.179146,37,75.585165
-31.415866,48,75.59327
-40.381107,46,75.601453
-72.538308,72,75.61371
-39.67816,36,75.619839
-38.273667,48,75.627829
-63.714332,64,75.6392
-104.366042,75,75.652232
-43.313818,89,75.668267
-66.994852,67,75.679294
-73.679807,55,75.688681
-85.66766,98,75.704855
-31.38081,26,75.709242
-40.931037,72,75.721272
-23.311155,33,75.726759
-73.576393,58,75.73638
-35.49486,34,75.742015
-29.946355,42,75.74888
-51.876873,99,75.766104
-93.891243,102,75.783526
-86.836925,112,75.801981
-51.062681,83,75.815446
-53.747495,72,75.827065
-43.419361,59,75.836582
-41.984925,46,75.843992
-55.167699,55,75.852991
-40.059385,62,75.863162
-36.957918,52,75.872652
-59.151471,88,75.887719
-162.872189,162,75.914496
-32.305532,57,75.923817
-25.050173,28,75.928355
-91.306345,81,75.941457
-64.491027,70,75.953024
-61.448988,59,75.962743
-23.925674,24,75.966749
-95.778706,107,75.985131
-51.843277,50,75.993682
-36.23222,43,76.001102
-60.424214,68,76.012239
-82.201412,95,76.027883
-37.688017,46,76.035792
-43.070836,46,76.043754
-61.469895,70,76.055561
-33.88575,42,76.062648
-75.573828,92,76.077928
-90.211363,88,76.093689
-72.427434,71,76.10534
-84.828376,67,76.116225
-36.288292,47,76.390703
-28.866542,42,76.39895
-74.480555,89,76.41443
-109.913586,119,76.43435
-24.510518,49,76.442644
-157.453963,127,76.463801
-29.555621,38,76.470073
-56.756447,63,76.480549
-50.470914,63,76.491112
-44.039604,51,76.499663
-24.578924,30,76.505621
-60.842229,55,76.515193
-55.449015,73,76.52716
-69.650553,107,76.545054
-29.032532,50,76.553848
-84.511231,96,76.570459
-112.297663,88,76.586236
-91.187368,98,76.602971
-45.380248,58,76.614065
-35.505243,39,76.621017
-91.332972,76,76.634076
-69.578332,145,76.658386
-43.330837,59,76.668295
-44.597831,51,76.676639
-31.427062,39,76.683118
-66.278832,112,76.701358
-59.324066,56,76.710494
-60.353824,80,76.725083
-32.797972,55,76.734886
-33.965531,54,76.743799
-129.858434,128,76.765457
-71.275585,81,76.779158
-97.923228,86,76.793439
-108.29306,135,76.816414
-87.404003,87,76.832533
-95.850493,84,76.846332
-29.71834,53,76.855301
-38.500226,44,76.862627
-42.096548,52,76.871138
-41.695751,36,76.877055
-51.706408,45,76.884401
-75.993887,86,76.898318
-41.967641,64,76.908618
-75.522515,98,76.924743
-68.706913,85,76.940047
-63.685674,89,76.954783
-46.474394,59,76.964482
-93.726196,102,76.981072
-45.428542,67,76.99201
-45.247887,65,77.002608
-43.601108,105,77.01951
-34.399957,69,77.031619
-53.55175,44,77.039146
-56.035126,84,77.053056
-71.886908,59,77.062628
-40.50683,64,77.07321
-25.020457,24,77.077222
-27.198895,55,77.360286
-105.835038,97,77.376977
-43.953333,42,77.384092
-86.212606,89,77.398706
-42.311752,41,77.405589
-24.605899,31,77.410639
-75.238618,99,77.42676
-70.090423,64,77.437192
-38.008004,62,77.447455
-27.844487,37,77.454706
-30.517407,64,77.465711
-41.094667,47,77.473435
-38.597913,36,77.479341
-65.054534,77,77.493023
-46.447797,47,77.503568
-27.441844,44,77.51089
-93.347501,73,77.523179
-98.563431,65,77.534314
-43.952539,46,77.542116
-45.270916,38,77.548836
-50.046117,43,77.55623
-86.854708,77,77.5711
-32.102272,59,77.582495
-75.409972,81,77.596242
-99.594284,87,77.610817
-90.005631,94,77.626836
-39.330361,38,77.633345
-42.594151,42,77.640302
-20.199702,28,77.644935
-53.694559,65,77.65583
-69.434825,87,77.67128
-32.878544,37,77.677758
-59.818557,58,77.687586
-55.659297,48,77.695656
-35.359598,41,77.702482
-32.576987,61,77.712485
-20.564285,29,77.717287
-34.011004,26,77.721551
-40.463695,44,77.728738
-44.989381,51,77.73696
-53.550396,46,77.744381
-25.747237,25,77.748537
-47.700485,69,77.759865
-56.509423,79,77.773784
-53.898003,51,77.782441
-34.291586,35,77.788181
-129.81286,187,77.818727
-103.973538,96,77.834829
-53.844191,70,77.846488
-107.79452,86,77.861012
-52.584177,56,77.870741
-42.950689,89,77.886731
-36.135033,42,77.893795
-79.292673,75,77.90607
-30.807951,53,77.914655
-35.127556,37,77.92067
-52.976224,75,77.932676
-56.386681,62,77.942793
-57.24414,85,77.95704
-31.122327,46,77.96478
-84.269654,96,77.981462
-42.02294,67,77.992811
-28.875034,40,77.999652
-74.664522,93,78.015069
-41.317855,65,78.025874
-20.664668,26,78.030261
-62.831659,82,78.04377
-105.701528,131,78.330072
-33.414184,34,78.335743
-44.395606,70,78.347231
-26.694183,26,78.351501
-55.421447,62,78.362181
-53.512923,78,78.375303
-41.833177,49,78.383624
-28.397922,68,78.394972
-21.309165,38,78.401316
-83.018758,103,78.41954
-75.231975,122,78.439592
-55.351241,73,78.451467
-28.096558,29,78.456243
-56.08752,70,78.467941
-54.822653,59,78.477935
-40.092613,92,78.493481
-55.126725,81,78.50712
-52.153248,65,78.519051
-47.410745,43,78.526138
-127.387939,99,78.542312
-26.314126,22,78.546044
-36.244968,69,78.557479
-27.771268,26,78.561816
-53.933589,47,78.570318
-32.467307,46,78.578336
-31.686857,41,78.585953
-37.578511,30,78.591673
-83.000415,94,78.60822
-36.148302,37,78.615482
-49.187364,80,78.628999
-36.850011,58,78.638967
-29.200977,37,78.645053
-72.873741,92,78.660753
-35.04246,63,78.671186
-35.882328,42,78.678358
-21.573446,24,78.682421
-38.116015,67,78.693377
-56.396764,72,78.705183
-98.583834,77,78.717885
-43.25205,64,78.729631
-31.574093,50,78.738003
-71.055563,77,78.750807
-30.8845,32,78.75607
-47.762143,77,78.768648
-64.307515,102,78.785311
-26.448911,58,78.794857
-63.250172,108,78.81229
-83.032351,96,78.829232
-41.595842,53,78.838079
-102.22559,89,78.852886
-143.341702,153,78.878401
-23.047187,22,78.882126
-45.710932,53,78.890716
-22.149257,19,78.893819
-34.383731,37,78.89984
-27.693843,43,78.906856
-67.974963,102,78.923706
-77.418466,88,78.940123
-29.452491,46,78.949231
-24.534194,28,78.954017
-80.282733,82,78.968072
-98.55797,108,78.986596
-34.449187,76,78.999698
-53.935119,89,79.284636
-76.783967,149,79.30961
-32.622408,44,79.31724
-52.932511,73,79.329367
-59.971918,79,79.342405
-51.616115,91,79.358246
-75.601216,90,79.374069
-57.399901,42,79.381285
-91.619486,96,79.397073
-39.016441,46,79.404675
-68.303525,87,79.418841
-21.56124,40,79.425385
-49.158289,61,79.435345
-54.318907,67,79.446298
-40.208572,35,79.452154
-58.607241,69,79.464736
-21.555906,18,79.467816
-31.718873,37,79.473941
-46.239507,77,79.48682
-79.856759,49,79.494896
-58.925592,63,79.505384
-45.829611,51,79.513882
-28.675269,32,79.519232
-58.589408,63,79.529602
-34.944802,77,79.542141
-74.869186,98,79.558655
-47.280362,57,79.569617
-45.227195,60,79.581213
-75.990386,58,79.591621
-30.612358,46,79.599859
-29.937784,43,79.607239
-60.596642,46,79.615004
-42.402043,47,79.62276
-50.140296,88,79.637239
-48.453234,91,79.652517
-28.12911,78,79.665563
-38.679706,39,79.672904
-46.198711,55,79.682428
-52.959533,52,79.690932
-44.293744,63,79.701095
-58.185215,72,79.712738
-100.234727,108,79.730659
-40.965154,56,79.73968
-75.724098,72,79.751682
-49.733556,107,79.76952
-52.431646,68,79.781492
-63.331606,78,79.794705
-111.570481,121,79.815166
-31.345451,43,79.82241
-96.603151,124,79.842809
-84.208618,77,79.855325
-35.447341,52,79.863851
-75.238877,105,79.881922
-74.72375,100,79.898675
-53.404748,46,79.9063
-59.385589,55,79.915452
-40.612379,67,79.926477
-53.765804,52,79.935248
-36.613588,41,79.942136
-27.857682,30,79.947247
-99.605895,99,79.963654
-125.481825,124,80.270047
-50.185955,69,80.281718
-80.707699,79,80.294838
-50.025601,57,80.305371
-22.464874,19,80.308628
-76.68383,77,80.321736
-47.884105,68,80.333009
-32.694282,29,80.337842
-41.126059,61,80.347973
-86.522214,119,80.367846
-116.059986,86,80.382032
-43.758043,47,80.389763
-28.682555,31,80.394776
-39.017801,50,80.402925
-32.33696,47,80.411664
-60.199581,89,80.426523
-51.39705,47,80.434443
-32.763732,41,80.441337
-46.204538,77,80.454118
-24.322556,43,80.461274
-50.645677,52,80.469906
-54.161955,94,80.485211
-28.325513,34,80.490891
-62.533113,92,80.50618
-63.160268,89,80.521822
-41.995795,54,80.531084
-62.614997,74,80.543263
-106.143659,99,80.560048
-35.782889,70,80.572915
-93.683218,70,80.585528
-41.603128,58,80.595042
-54.038587,73,80.607353
-91.436938,74,80.620959
-110.105946,118,80.64102
-58.102343,53,80.649787
-34.095337,41,80.656714
-40.19789,84,80.670421
-35.706046,35,80.676072
-66.951701,72,80.687616
-97.189633,87,80.701567
-105.785005,106,80.718948
-45.833329,38,80.725955
-88.43001,106,80.743487
-24.568604,38,80.749773
-33.946888,41,80.756566
-60.121153,69,80.767897
-69.754382,84,80.781637
-55.927862,97,80.797241
-47.342976,44,80.804348
-73.550308,80,80.817224
-50.538264,52,80.826402
-32.983864,54,80.835875
-34.050351,59,80.845614
-39.270085,54,80.854666
-59.66269,78,80.867651
-60.657073,91,80.882862
-38.707466,43,80.889966
-77.154185,90,80.904529
-46.156772,54,80.913332
-36.561505,51,80.921681
-79.867387,74,80.934683
-41.319498,42,80.941681
-100.085254,90,81.260561
-21.8136,26,81.265355
-35.976746,60,81.275537
-46.263803,50,81.284224
-29.132545,32,81.289674
-101.247375,93,81.305287
-134.869091,89,81.320982
-112.551627,111,81.339083
-54.795261,50,81.347582
-61.643344,63,81.35898
-36.616871,50,81.368048
-35.119929,39,81.374646
-61.668483,96,81.390503
-65.793953,102,81.40747
-102.265204,98,81.423638
-31.93694,39,81.43017
-39.523217,85,81.444241
-62.625595,74,81.456508
-92.680352,103,81.474729
-36.678024,53,81.48375
-25.60433,33,81.489295
-34.753693,53,81.498222
-31.269222,40,81.504863
-21.444862,44,81.512107
-45.528089,69,81.523422
-48.440936,38,81.529671
-22.877428,18,81.53269
-24.340697,37,81.53874
-37.654423,45,81.546407
-49.07073,85,81.560615
-34.0318,58,81.571785
-32.996194,41,81.579036
-63.775488,68,81.591818
-22.77632,28,81.596964
-25.613436,35,81.603011
-48.335752,46,81.610732
-54.149733,67,81.621926
-33.280676,72,81.633956
-63.475375,89,81.648538
-90.05634,127,81.670323
-43.67517,75,81.683248
-37.744991,32,81.688612
-77.806037,88,81.703176
-22.628063,21,81.706681
-25.950469,27,81.711234
-46.632233,92,81.726246
-25.793714,80,81.739307
-38.494965,45,81.746657
-35.161628,43,81.753662
-36.732393,37,81.759808
-63.277437,102,81.777688
-105.389153,86,81.793186
-62.745331,97,81.809532
-26.647187,43,81.816621
-135.190904,106,81.833937
-71.096166,84,81.847953
-65.891694,57,81.857663
-68.922101,90,81.872812
-33.806413,38,81.879266
-39.150063,45,81.887624
-24.387401,30,81.892715
-32.296992,42,81.899896
-43.269794,66,81.911028
-58.084007,76,81.923776
-63.02253,79,81.93691
-28.68164,31,81.942133
-72.76118,96,82.229975
-80.597936,70,82.241445
-29.875672,48,82.249274
-94.778262,103,82.266356
-132.74169,106,82.283732
-29.262881,33,82.289213
-42.413627,33,82.294684
-46.536194,65,82.30658
-73.052745,82,82.320636
-95.086519,120,82.340822
-52.990033,58,82.351036
-47.438177,87,82.366011
-26.988138,31,82.371209
-25.762328,30,82.376404
-36.667833,53,82.385469
-70.062371,56,82.394768
-84.329855,69,82.406366
-51.142352,52,82.415967
-82.2609,96,82.431751
-68.157141,103,82.448702
-45.223995,51,82.457263
-47.083071,63,82.467914
-31.241186,49,82.476418
-63.228098,68,82.487773
-66.955236,93,82.503171
-47.102549,63,82.514448
-50.55938,95,82.530698
-37.561711,57,82.540251
-49.62378,64,82.551158
-48.47498,47,82.55909
-29.665478,67,82.5707
-42.328549,35,82.576918
-33.972939,56,82.588005
-35.74839,87,82.60289
-41.608318,39,82.609339
-44.332251,45,82.616888
-29.727919,67,82.62951
-32.90894,43,82.6374
-27.95531,25,82.641688
-42.849085,55,82.651012
-54.069734,58,82.660674
-31.332322,37,82.666989
-36.806477,53,82.675924
-49.577222,50,82.684329
-26.717644,25,82.688396
-77.883858,82,82.701645
-21.892389,26,82.705896
-20.762006,28,82.710521
-78.714041,85,82.72452
-27.337289,31,82.730561
-32.967539,48,82.738911
-35.653952,37,82.745143
-103.155767,110,82.763509
-45.735628,70,82.774986
-89.358342,91,82.789848
-33.196262,63,82.800148
-122.855308,97,82.815875
-31.968632,35,82.821621
-31.576845,29,82.826462
-32.8552,35,82.833228
-28.932256,32,82.838726
-35.407032,75,82.851403
-44.170557,55,82.860692
-55.542915,72,82.872821
-57.275671,84,82.886422
-29.538235,53,82.894976
-42.207557,60,82.90473
-30.640215,43,83.18125
-68.666096,57,83.190768
-57.984968,73,83.202934
-28.021812,37,83.209054
-80.440735,95,83.225214
-97.389491,93,83.240819
-41.310814,40,83.247604
-29.675984,40,83.255369
-40.916183,77,83.268538
-34.473107,42,83.275535
-42.40275,71,83.287714
-31.284452,40,83.294435
-82.196269,83,83.307997
-103.495111,100,83.324263
-49.155273,60,83.334259
-41.266531,47,83.342024
-56.204715,84,83.35563
-121.708779,143,83.38054
-27.218795,37,83.386765
-84.20876,70,83.398227
-79.364575,89,83.412698
-22.895697,37,83.418752
-107.96167,118,83.437936
-59.59928,86,83.452119
-53.492883,50,83.460446
-43.243476,43,83.468523
-27.458583,39,83.475094
-51.640256,56,83.484543
-44.162678,41,83.491599
-71.58583,61,83.502431
-50.494775,82,83.516363
-28.138841,62,83.526687
-47.241734,65,83.537514
-25.577246,35,83.543418
-22.803594,28,83.548488
-66.697008,73,83.560709
-41.049314,44,83.568144
-22.756654,43,83.576483
-49.798554,73,83.592409
-37.135206,46,83.600551
-32.006292,57,83.609873
-31.097865,47,83.61786
-97.057222,109,83.636289
-69.700933,45,83.643866
-30.101971,56,83.653437
-94.212562,71,83.665459
-79.069772,64,83.677004
-55.245246,50,83.685736
-58.355044,57,83.695341
-67.070308,71,83.707455
-82.920533,94,83.722972
-73.974363,89,83.73803
-42.148209,46,83.745724
-50.462862,49,83.753874
-57.596144,76,83.766306
-28.508307,57,83.77564
-40.989129,71,83.788484
-58.155396,69,83.800231
-46.853718,42,83.807167
-52.232927,68,83.81852
-30.628732,60,83.828625
-41.168238,50,83.837068
-67.272199,78,83.849915
-28.333109,31,83.855089
-38.091681,51,83.863384
-31.991619,47,83.87101
-28.561894,47,84.145655
-59.266698,76,84.158618
-32.13709,44,84.16589
-27.19566,45,84.173223
-72.313636,62,84.183388
-57.27414,47,84.19114
-45.547281,73,84.203931
-59.442509,74,84.216912
-22.880281,28,84.221742
-59.539145,105,84.239533
-25.831326,38,84.246002
-25.82682,36,84.252105
-96.818321,109,84.270073
-56.161706,105,84.287276
-75.976044,74,84.299428
-29.8319,55,84.309277
-37.564931,62,84.319895
-108.110972,110,84.338426
-50.454472,66,84.349466
-29.806635,55,84.358709
-101.599061,83,84.372626
-84.555877,84,84.386568
-52.963235,67,84.397617
-105.071426,121,84.418387
-45.949263,57,84.428218
-74.868883,55,84.43762
-42.54065,47,84.445411
-29.420713,32,84.450829
-60.888146,112,84.469114
-51.591596,56,84.478488
-38.589031,50,84.487013
-28.426871,31,84.492231
-39.948871,43,84.499506
-57.291974,81,84.513084
-31.480572,30,84.518121
-93.059944,80,84.532523
-27.600315,36,84.53862
-67.63087,98,84.555214
-55.663692,59,84.565685
-27.652702,46,84.573626
-38.552299,46,84.581936
-50.98228,44,84.591008
-38.81258,53,84.600181
-68.105279,91,84.616096
-81.277845,67,84.628351
-61.896824,62,84.639519
-30.318114,39,84.646036
-43.316102,60,84.656248
-25.78915,41,84.663024
-78.891852,92,84.678513
-54.928833,57,84.688353
-63.272832,105,84.705976
-23.020245,27,84.710563
-53.900635,87,84.724885
-103.32222,94,84.741561
-49.128029,75,84.754262
-67.43819,70,84.766045
-28.103798,46,84.773697
-41.211873,66,84.784483
-35.635241,39,84.791114
-85.390271,120,84.810761
-39.048436,46,84.818352
-30.359407,39,84.824804
-40.754292,41,84.831637
-136.495712,134,85.118855
-33.979478,48,85.12693
-48.514808,58,85.136405
-44.8746,55,85.14542
-113.791875,142,85.169922
-24.660672,24,85.174045
-54.846129,66,85.185287
-65.455792,56,85.194896
-30.134354,49,85.203158
-52.471691,108,85.221238
-20.855491,26,85.225683
-33.845299,47,85.233588
-48.718942,60,85.243595
-41.794884,51,85.252134
-47.350979,66,85.263018
-89.723917,136,85.286961
-50.001336,69,85.298412
-53.846639,91,85.313344
-47.985113,49,85.32164
-32.30538,47,85.329568
-37.217369,52,85.33822
-27.817585,40,85.344965
-41.994407,65,85.355982
-68.076739,65,85.367025
-53.094051,54,85.376975
-37.543394,64,85.387767
-93.92961,69,85.399325
-29.062056,26,85.403704
-63.02123,54,85.412735
-41.710102,50,85.421145
-23.202098,32,85.426573
-32.661204,27,85.431074
-40.91707,35,85.436874
-43.957496,69,85.448148
-191.648363,145,85.471707
-34.769631,68,85.483939
-50.279703,63,85.494521
-35.210944,28,85.499306
-85.218934,138,85.521975
-86.883443,87,85.536262
-51.346119,56,85.545577
-81.571187,83,85.559649
-53.755903,89,85.574692
-37.069088,59,85.58626
-45.61961,57,85.596745
-72.130856,115,85.616359
-37.477952,52,85.624956
-29.233269,58,85.63473
-34.524118,45,85.642192
-97.988978,143,85.665269
-51.18899,72,85.676885
-29.936565,35,85.682852
-76.61397,88,85.699454
-63.364232,78,85.712965
-31.202269,37,85.719479
-115.762042,136,85.742638
-26.789861,35,85.748736
-43.103669,78,85.761339
-37.939095,48,85.769096
-74.973343,68,85.77994
-48.415962,76,86.05714
-18.728653,27,86.061697
-64.755789,50,86.070497
-40.849195,87,86.085071
-42.646389,48,86.093183
-45.796581,57,86.102641
-54.886184,64,86.113372
-45.446706,58,86.123912
-40.479813,35,86.130227
-72.225889,99,86.146889
-55.302545,68,86.158305
-24.937392,40,86.165226
-59.995006,69,86.176793
-55.83102,66,86.187519
-63.656533,53,86.196137
-23.703023,38,86.202473
-28.998955,33,86.208079
-33.37224,42,86.215102
-62.137507,85,86.230104
-114.93446,93,86.245414
-27.66516,37,86.251694
-70.153089,91,86.266644
-60.821103,55,86.275869
-54.638901,75,86.28832
-30.900647,45,86.295767
-25.762327,34,86.301428
-106.35754,117,86.320639
-38.880066,71,86.332899
-32.566028,73,86.345274
-47.519864,51,86.353782
-65.399318,70,86.365489
-32.866743,49,86.373815
-101.864768,116,86.394047
-79.571966,118,86.41483
-30.564085,46,86.423453
-30.751718,35,86.43146
-35.809811,58,86.441988
-52.932559,55,86.451626
-87.210118,98,86.467689
-46.237938,52,86.476196
-52.547797,68,86.487415
-41.358889,77,86.500057
-31.712524,34,86.505674
-56.08299,76,86.518147
-47.243633,60,86.52795
-78.606892,80,86.540936
-69.40625,69,86.554526
-100.648389,101,86.571661
-61.518278,69,86.584082
-33.952873,75,86.59685
-31.445201,25,86.601525
-51.42742,50,86.609882
-32.429313,48,86.617884
-63.212508,73,86.629805
-51.081936,71,86.642209
-40.662373,50,86.65139
-37.012837,49,86.659632
-33.250539,46,86.667345
-67.196797,59,86.677037
-62.384574,92,86.692628
-45.940037,44,86.699923
-29.357138,42,86.706843
-32.579328,47,86.714616
-60.130981,73,86.727161
-32.81726,67,86.73858
-52.119271,38,86.745154
-51.012031,64,87.0411
-37.94325,33,87.046913
-35.358238,70,87.05848
-31.67962,60,87.068234
-39.200752,41,87.076018
-104.815118,99,87.092716
-49.029551,57,87.10223
-90.618348,107,87.120059
-35.611656,46,87.127727
-46.423678,51,87.136245
-32.548767,33,87.141739
-27.308423,41,87.148533
-42.955145,56,87.157624
-28.878079,40,87.164086
-39.410092,49,87.172088
-39.394831,69,87.184553
-70.705424,68,87.195793
-55.818662,70,87.207336
-60.259892,51,87.215615
-62.311062,85,87.229413
-40.498011,51,87.237894
-109.327217,132,87.259544
-31.938413,30,87.264582
-33.214352,29,87.26942
-33.165441,31,87.274572
-75.239674,70,87.286895
-61.434148,91,87.302888
-37.26331,31,87.308243
-23.923099,27,87.312837
-43.464823,62,87.323227
-41.479469,63,87.333754
-66.702328,78,87.346795
-31.113436,49,87.355004
-85.791311,95,87.370978
-43.760334,45,87.378362
-42.482899,63,87.389678
-36.806526,44,87.39744
-28.887282,43,87.404487
-50.099049,65,87.415346
-76.581238,68,87.426607
-40.309317,58,87.43618
-48.507206,78,87.448942
-70.421517,59,87.458601
-27.318459,35,87.464447
-32.249952,28,87.469045
-29.161032,34,87.474558
-31.383038,37,87.480545
-61.858839,90,87.496147
-33.393785,41,87.503294
-87.242472,104,87.520913
-48.866239,56,87.530506
-49.141557,77,87.543268
-51.294101,58,87.553279
-67.348375,63,87.563989
-31.275975,32,87.569367
-93.219222,112,87.589689
-22.536884,35,87.595881
-45.872156,53,87.606285
-78.748908,99,87.623283
-75.309988,85,87.63787
-27.451971,34,87.643647
-27.624705,31,87.649077
-96.661831,86,87.663653
-38.6814,59,87.673547
-38.556278,52,87.682201
-64.19672,83,87.695704
-103.05112,109,87.715164
-30.1195,66,87.726127
-34.055784,66,88.017404
-47.017946,88,88.033633
-44.515343,58,88.043286
-39.625208,45,88.050942
-69.717846,98,88.067267
-83.033614,92,88.082281
-62.120667,51,88.090524
-88.120947,79,88.103294
-63.070007,73,88.11505
-56.882864,59,88.12538
-43.692434,71,88.13788
-44.234646,52,88.146629
-74.932673,73,88.158885
-69.829183,81,88.172636
-39.730723,54,88.181776
-76.8461,91,88.1969
-62.602879,61,88.207006
-62.987255,67,88.218001
-63.16741,69,88.229387
-93.152889,68,88.24153
-91.545969,120,88.261771
-25.786355,25,88.266024
-27.951649,26,88.270298
-31.986401,43,88.27733
-69.820337,87,88.291408
-31.326139,57,88.300887
-23.017504,31,88.306009
-94.720075,75,88.318163
-36.569958,77,88.330568
-65.804092,73,88.343288
-109.498201,114,88.362398
-108.138549,103,88.378943
-89.181548,106,88.396013
-49.140946,36,88.402053
-24.85829,32,88.407335
-45.507207,63,88.417623
-67.114247,78,88.430397
-77.533059,106,88.448664
-54.091559,47,88.456402
-47.795937,73,88.468412
-100.76692,99,88.484994
-84.357997,98,88.501276
-47.996175,81,88.514721
-30.666669,37,88.520854
-37.351388,48,88.528756
-114.014144,91,88.54397
-46.768144,38,88.551291
-41.797313,51,88.560241
-22.774317,22,88.564731
-23.666557,45,88.5724
-53.542268,52,88.58185
-65.683003,67,88.593591
-46.557558,46,88.601672
-23.351081,21,88.605306
-102.154334,103,88.622688
-35.921469,88,88.637529
-29.881278,44,88.644877
-51.460946,93,88.661871
-26.650837,52,88.670673
-22.175962,33,88.676115
-32.57395,36,88.682229
-39.29269,57,88.691638
-24.910823,47,88.699585
-130.311833,102,88.985876
-26.085378,31,88.991213
-23.659925,27,88.99579
-50.379215,49,89.004022
-34.160898,34,89.009734
-46.249031,47,89.017601
-36.394116,32,89.022866
-38.587192,40,89.029646
-45.919575,85,89.044021
-58.767258,61,89.054456
-30.826851,31,89.059643
-36.483884,45,89.067404
-51.748595,78,89.081769
-91.233223,90,89.097388
-30.711246,43,89.104786
-71.636191,69,89.116346
-31.987617,50,89.124436
-34.579986,33,89.129803
-39.027239,79,89.142966
-46.437285,46,89.150704
-26.37448,28,89.155341
-49.269991,55,89.164278
-100.994418,112,89.183152
-41.136285,55,89.19256
-69.970699,93,89.208132
-61.168855,80,89.221493
-45.996202,46,89.229093
-33.093818,51,89.237564
-75.721411,89,89.252587
-21.556247,42,89.259665
-62.080453,100,89.276384
-66.731543,69,89.288738
-58.13633,89,89.303835
-21.77567,32,89.309262
-35.351565,77,89.321786
-21.757072,22,89.325483
-69.44009,91,89.34071
-23.256166,27,89.345288
-36.467555,51,89.35382
-39.341056,43,89.361014
-27.139496,37,89.367218
-137.425001,104,89.38467
-103.050103,127,89.407101
-98.557659,133,89.429377
-50.778399,89,89.44447
-28.952348,37,89.450742
-46.741643,76,89.463493
-42.583912,38,89.469779
-72.53809,119,89.489189
-56.741503,74,89.502289
-27.699625,36,89.508361
-53.739209,45,89.51617
-38.638767,53,89.524868
-37.957427,60,89.534666
-47.176285,62,89.544855
-54.286473,72,89.556913
-23.700881,37,89.563323
-35.238225,54,89.572387
-35.462152,64,89.583259
-29.353627,42,89.590416
-27.901091,60,89.600812
-99.561659,126,89.623251
-57.80411,81,89.63737
-51.863022,41,89.644301
-50.054718,109,89.662301
-45.820138,44,89.941248
-28.477409,32,89.946918
-53.225084,62,89.957489
-25.0438,35,89.963406
-42.436709,59,89.973193
-41.895047,50,89.981686
-52.550651,48,89.989638
-160.421557,129,90.010834
-32.591978,38,90.017322
-36.559899,56,90.027671
-34.181633,70,90.039805
-96.604482,126,90.060909
-53.379707,66,90.071705
-105.791624,116,90.090386
-31.357089,39,90.096779
-68.234026,116,90.116003
-88.386071,107,90.134682
-26.346973,41,90.141549
-69.674078,83,90.155823
-42.290916,40,90.162522
-67.677266,85,90.176769
-57.306417,87,90.191465
-100.395306,145,90.216045
-34.283135,59,90.225963
-40.252828,32,90.231326
-46.719786,43,90.239521
-70.77248,53,90.249098
-107.493334,102,90.266689
-133.666001,81,90.280893
-96.322927,97,90.298017
-40.390758,60,90.308608
-34.736939,32,90.314283
-72.085698,79,90.328034
-42.489378,61,90.33852
-81.546676,101,90.357484
-94.108233,105,90.375803
-47.494544,66,90.386733
-31.894873,60,90.396604
-33.121698,38,90.402849
-33.498974,35,90.408607
-39.674274,69,90.420462
-56.834122,107,90.438226
-31.644613,52,90.447763
-33.321693,35,90.453841
-39.803188,88,90.469027
-112.583559,99,90.48558
-79.751954,73,90.497869
-52.847957,50,90.506234
-53.840663,64,90.517052
-44.087001,63,90.527548
-52.825599,48,90.535555
-35.873577,54,90.544434
-46.691772,60,90.555498
-34.939963,42,90.563575
-79.493069,85,90.578414
-50.606268,89,90.594467
-68.133515,91,90.609775
-99.668878,78,90.623217
-22.170933,27,90.627815
-136.805884,111,90.920203
-27.933641,43,90.927593
-100.009855,123,90.948437
-38.562977,54,90.957617
-51.845282,52,90.966319
-60.230854,49,90.975497
-29.766956,46,90.983532
-39.844349,72,90.995322
-67.279661,84,91.009696
-60.304586,92,91.025035
-25.334065,25,91.029212
-37.941851,65,91.040124
-145.841573,142,91.063699
-79.869223,76,91.077338
-120.039274,91,91.093288
-56.1399,107,91.11148
-30.103044,31,91.116804
-23.95644,40,91.123574
-26.465446,40,91.130277
-52.400765,54,91.139257
-31.242694,39,91.145788
-31.678631,57,91.156481
-38.707141,82,91.170339
-43.729762,49,91.178613
-59.182424,71,91.191441
-30.401361,31,91.196878
-86.071419,112,91.215629
-32.154367,39,91.222192
-52.463265,43,91.229446
-44.616912,75,91.241924
-40.806759,74,91.254351
-40.750726,60,91.264318
-48.983951,63,91.275132
-119.194169,88,91.291284
-31.483402,70,91.303477
-68.482015,71,91.315568
-50.522536,72,91.3276
-46.104677,46,91.335517
-30.375887,39,91.342083
-78.452497,67,91.353679
-79.649059,69,91.365826
-66.112002,91,91.380931
-81.365057,106,91.400735
-50.00773,65,91.411687
-40.035394,54,91.420863
-38.563794,38,91.427173
-26.410019,42,91.434196
-36.647211,33,91.439676
