#{"t_start": 1775967785.2824872, "env_id": "None"}
r,l,t
-52.768259,86,181.181467
-73.050353,100,181.198512
-109.291389,100,181.215602
-31.940464,22,181.219434
-45.007652,92,181.234949
-33.793685,63,181.245556
-51.369387,71,181.257221
-43.380693,62,181.268842
-21.072329,42,181.27603
-115.674255,116,181.295748
-52.272232,83,181.309603
-77.805182,85,181.622666
-64.162563,67,181.634571
-75.047124,56,181.644285
-38.24533,45,181.652465
-101.170741,115,181.672108
-118.760453,132,181.696088
-71.521642,58,181.705884
-50.383874,80,181.719353
-27.23547,33,181.72499
-50.065363,67,181.736132
-144.248455,139,181.759117
-71.425924,123,181.779733
-40.389831,48,181.788702
-92.652754,132,181.811421
-53.154327,60,181.821961
-110.562835,122,181.843139
-24.820384,22,181.847577
-47.462904,47,181.85553
-74.768752,86,181.869938
-46.142807,74,181.882322
-54.200737,76,181.896363
-78.236005,60,181.906989
-75.605848,106,181.925154
-30.492908,42,181.932419
-40.079628,41,181.939283
-75.897773,109,181.957206
-173.413471,167,181.984705
-76.82396,91,182.000781
-49.052317,99,182.017753
-62.13376,93,182.033018
-38.644952,52,182.041576
-41.209954,64,182.052132
-41.944496,40,182.058833
-71.126991,92,182.074011
-35.679333,78,182.086925
-37.678714,78,182.099768
-70.61961,97,182.117223
-49.007978,57,182.127113
-48.34588,64,182.137839
-54.349315,79,182.150856
-38.571743,41,182.157634
-29.822415,38,182.163957
-33.163491,48,182.17191
-54.882139,88,182.186778
-58.991486,55,182.196192
-36.211475,39,182.20252
-41.853328,81,182.217285
-39.241652,79,182.230764
-50.309122,106,182.248298
-35.737164,73,182.260583
-46.911041,59,182.270527
-66.994986,91,182.285734
-50.810721,79,182.299025
-94.522239,88,182.31454
-117.83317,122,182.612138
-34.139832,40,182.619505
-72.553755,81,182.634516
-40.423224,57,182.644776
-41.529171,58,182.655264
-43.174502,69,182.66723
-61.521241,115,182.686731
-30.716043,32,182.692217
-45.94711,77,182.705461
-44.041969,57,182.715059
-86.093052,96,182.731132
-64.013673,73,182.744612
-123.272297,108,182.762984
-33.926394,104,182.780355
-77.296506,60,182.790377
-48.358742,70,182.80205
-37.368777,41,182.80888
-55.472473,69,182.820318
-61.665372,53,182.829072
-43.523509,53,182.837771
-78.71432,114,182.857757
-66.791465,69,182.869753
-114.886958,119,182.894378
-90.590977,90,182.910293
-73.420215,88,182.927832
-85.115116,129,182.952414
-79.992624,94,182.97336
-47.866977,59,182.98424
-55.491867,67,182.995808
-145.082915,83,183.012855
-64.715952,75,183.030329
-51.685984,80,183.044053
-57.976868,83,183.062039
-54.009406,56,183.072061
-117.977232,116,183.092569
-116.982255,108,183.11136
-42.823736,87,183.129854
-25.932629,35,183.136015
-31.576233,33,183.141731
-31.558166,32,183.147371
-99.238269,148,183.179047
-105.641932,115,183.198765
-44.580161,80,183.212477
-56.909636,57,183.222118
-137.337451,132,183.249757
-55.437839,75,183.262424
-46.286123,82,183.277984
-58.989153,73,183.290673
-56.746223,61,183.30584
-19.519562,23,183.311359
-99.200734,94,183.327744
-51.466036,87,183.342718
-26.62881,38,183.349559
-42.785397,81,183.709941
-46.540169,55,183.720926
-64.349053,123,183.742658
-34.687132,58,183.753012
-71.462366,68,183.764343
-69.006551,88,183.778608
-109.527053,153,183.804757
-46.745905,72,183.817178
-59.570537,67,183.828288
-31.566803,28,183.832939
-50.937001,94,183.848459
-35.027778,52,183.857314
-67.817139,116,183.876527
-48.502195,94,183.891936
-43.091704,74,183.90551
-84.396471,85,183.919775
-64.513504,76,183.932278
-24.546162,49,183.940406
-58.506555,61,183.950315
-60.339202,89,183.964823
-34.155208,43,183.971876
-94.135402,148,183.995918
-60.657395,95,184.013376
-25.886282,44,184.02094
-51.224559,73,184.032972
-46.955297,47,184.040749
-49.759377,94,184.056215
-160.791448,136,184.078789
-109.147611,90,184.093816
-77.632349,121,184.115124
-36.66766,58,184.125484
-36.384942,85,184.139959
-40.460305,44,184.147532
-55.03924,104,184.164943
-53.374121,99,184.181506
-83.491623,86,184.195677
-92.521732,67,184.206598
-57.961872,70,184.21903
-64.191893,65,184.231038
-64.697379,96,184.247044
-72.516151,68,184.258304
-38.298974,50,184.266639
-58.822557,76,184.279058
-37.21203,44,184.28648
-84.446991,84,184.30044
-115.50814,127,184.322111
-67.232162,93,184.338154
-84.708576,96,184.354155
-63.24945,95,184.369812
-43.316479,38,184.376193
-50.525644,66,184.387073
-97.405459,122,184.688448
-57.533817,52,184.697269
-75.493527,84,184.711434
-66.913452,74,184.723917
-37.88996,48,184.732047
-23.925331,24,184.736109
-49.554425,51,184.745452
-56.184716,87,184.778345
-68.203164,96,184.799108
-50.313994,54,184.808056
-25.504097,77,184.820944
-26.270054,38,184.827379
-41.222005,70,184.838938
-49.877667,76,184.85258
-125.193441,112,184.871445
-96.858369,106,184.889393
-68.843704,110,184.907786
-45.172669,53,184.916631
-65.877781,73,184.928565
-36.171958,64,184.939151
-28.795463,52,184.947839
-105.715683,110,184.967464
-25.301938,27,184.972012
-56.708341,92,184.987736
-69.952794,66,184.998982
-41.731934,56,185.008564
-67.276049,85,185.030036
-58.644987,51,185.038868
-81.724733,108,185.057405
-31.33944,65,185.07123
-69.636974,97,185.088248
-46.329664,86,185.1033
-101.081539,76,185.116468
-50.899947,97,185.132997
-47.19865,89,185.164828
-61.459715,98,185.182405
-33.79786,40,185.189304
-31.922871,79,185.203822
-48.264791,73,185.216593
-50.238067,61,185.226991
-65.899969,89,185.242666
-69.780941,59,185.252983
-29.835628,41,185.260005
-71.942838,52,185.269008
-59.000428,76,185.283095
-54.211847,59,185.292941
-53.825679,63,185.303413
-115.60669,186,185.334169
-78.685145,97,185.349986
-67.006884,86,185.364554
-35.409075,32,185.37003
-64.750107,114,185.390478
-63.147474,65,185.41383
-34.603543,61,185.427479
-47.519861,78,185.717238
-90.530576,88,185.732435
-27.833712,31,185.73781
-92.707169,115,185.757046
-48.145834,82,185.771102
-22.480139,41,185.778336
-29.832962,36,185.784482
-145.992761,122,185.805631
-64.302507,47,185.813921
-107.823151,108,185.832193
-74.529157,62,185.842621
-87.212479,76,185.85524
-71.641278,108,185.872903
-45.821826,74,185.885242
-42.278866,53,185.894178
-42.574471,69,185.906703
-62.469165,55,185.916395
-67.870179,96,185.932103
-68.343542,58,185.941571
-35.756491,46,185.94914
-25.370044,40,185.955708
-60.604192,107,185.9738
-90.83387,150,185.998754
-31.65201,55,186.00883
-37.938308,51,186.017631
-68.700965,78,186.031024
-46.825159,56,186.040379
-29.905499,55,186.049735
-31.082741,31,186.054984
-93.798673,63,186.065576
-36.452525,80,186.07898
-52.275531,99,186.095298
-117.233435,96,186.1114
-74.180485,67,186.123538
-129.647923,93,186.13918
-84.021216,99,186.155778
-43.550565,69,186.16722
-34.472803,53,186.176145
-60.556815,56,186.185667
-26.456574,41,186.192566
-41.674916,75,186.205175
-35.991722,49,186.21341
-85.98259,97,186.230639
-60.960739,56,186.240239
-122.108201,160,186.267238
-31.850933,43,186.274498
-72.675519,69,186.286112
-53.67523,113,186.305065
-75.690842,123,186.327142
-62.966487,65,186.338728
-46.34916,56,186.348723
-147.595549,189,186.381148
-42.518278,57,186.39102
-50.750404,63,186.401704
-140.400228,109,186.719831
-91.624663,87,186.735219
-88.471464,97,186.753927
-60.995066,54,186.764109
-127.046874,116,186.784491
-64.85639,71,186.79732
-37.547011,79,186.810756
-72.946227,122,186.832319
-27.073765,36,186.838734
-57.472283,61,186.849431
-24.230561,28,186.855213
-73.342484,85,186.869775
-24.586637,38,186.87623
-32.118899,45,186.883686
-81.778594,99,186.900147
-97.216603,121,186.920302
-35.717011,31,186.925534
-64.613924,99,186.941838
-75.843105,99,186.958013
-38.07915,84,186.973356
-54.200125,66,186.984833
-48.723837,50,186.993358
-108.195976,80,187.006968
-30.008404,68,187.018645
-25.777947,30,187.023712
-65.914291,62,187.034663
-124.8348,120,187.054863
-68.005684,79,187.069351
-86.393223,103,187.087344
-92.066858,115,187.107795
-92.694578,136,187.131004
-107.58841,137,187.153723
-59.750806,52,187.162355
-43.574656,49,187.171789
-35.362089,55,187.181387
-56.976607,61,187.191685
-52.789692,75,187.204309
-27.296664,88,187.21895
-111.350684,146,187.243072
-67.124289,59,187.252924
-39.984526,51,187.261431
-33.535589,41,187.268515
-88.103651,76,187.282253
-57.235738,106,187.300268
-56.648658,111,187.31872
-57.17258,73,187.330831
-46.209724,93,187.346619
-53.381717,78,187.359814
-23.766388,28,187.364572
-39.34514,34,187.370259
-76.778765,124,187.39205
-43.421313,88,187.407331
-129.655649,121,187.720079
-37.918252,43,187.72728
-91.095804,136,187.749482
-25.493974,42,187.756503
-70.511699,131,187.778204
-95.103164,108,187.79646
-30.008449,40,187.80422
-40.964435,47,187.8126
-98.419754,77,187.825509
-47.441469,55,187.834617
-71.339391,112,187.852898
-57.534509,59,187.862626
-30.532347,59,187.872376
-28.477258,36,187.878308
-57.103747,73,187.890321
-33.768435,73,187.902418
-72.474565,93,187.918843
-84.806987,120,187.938629
-49.85503,71,187.95045
-37.733313,95,187.966104
-79.30973,83,187.979839
-38.180096,48,187.987719
-46.038882,80,188.000921
-52.840204,73,188.01298
-46.696287,79,188.027603
-35.737462,55,188.037128
-169.066392,143,188.060519
-70.096898,82,188.074161
-29.00631,54,188.083363
-33.714879,68,188.09493
-84.985192,109,188.113203
-79.601802,104,188.131238
-53.645635,54,188.140442
-59.701644,81,188.153802
-61.145938,91,188.168594
-71.918264,95,188.183977
-36.611729,47,188.191643
-75.021382,111,188.210196
-131.911243,139,188.234305
-35.704049,47,188.242319
-48.118718,97,188.258716
-44.91338,43,188.265961
-80.569923,83,188.27966
-52.286855,66,188.290951
-89.423673,89,188.306104
-95.38526,76,188.318927
-55.338137,71,188.331858
-28.828697,43,188.339311
-36.845368,63,188.349889
-39.963189,97,188.365644
-81.81364,97,188.381388
-49.72529,66,188.392075
-41.730682,48,188.698239
-63.548205,114,188.718015
-41.131836,74,188.730486
-41.865331,56,188.739713
-39.437322,75,188.751989
-113.153873,116,188.77295
-58.085216,67,188.784394
-84.591444,113,188.803254
-58.406413,75,188.815886
-46.229578,47,188.823715
-33.137735,34,188.829619
-43.559592,81,188.842923
-46.807747,46,188.850498
-32.307981,36,188.856457
-69.175387,57,188.867109
-60.569497,77,188.88107
-69.141307,94,188.897269
-77.12538,114,188.916626
-29.627555,41,188.923762
-22.380099,19,188.927112
-70.85452,89,188.941951
-67.495,93,188.95728
-35.617881,49,188.966116
-61.993874,79,188.979706
-47.197445,83,188.993534
-110.919216,113,189.012835
-46.954081,82,189.026913
-69.891457,115,189.04608
-78.922462,97,189.062583
-95.393114,93,189.078987
-61.593075,62,189.089563
-31.575895,39,189.096189
-36.219674,54,189.105152
-75.907463,56,189.11459
-48.221694,79,189.127903
-126.579851,118,189.14746
-23.552679,22,189.151118
-41.759954,68,189.162291
-17.154546,24,189.166563
-81.221175,72,189.179524
-92.720505,99,189.196415
-32.654447,48,189.204471
-68.144524,72,189.216421
-36.337768,43,189.223541
-77.856294,95,189.239286
-32.247203,39,189.245735
-73.835004,73,189.257668
-48.63141,51,189.265993
-44.641932,58,189.275362
-21.978994,37,189.282225
-62.467525,61,189.292724
-71.913238,111,189.310835
-68.991328,76,189.323118
-67.047974,95,189.338373
-75.890733,81,189.351595
-98.612704,139,189.374254
-50.943634,53,189.382918
-91.235978,101,189.678511
-71.097714,115,189.698161
-108.454504,146,189.72428
-74.134959,63,189.73514
-77.477681,104,189.752881
-56.877213,85,189.767223
-97.781329,112,189.785863
-74.960404,85,189.800132
-39.836612,80,189.814656
-83.01036,72,189.826779
-84.696765,114,189.845472
-65.407609,83,189.858989
-46.689838,77,189.872047
-82.955971,106,189.889786
-45.448608,51,189.898332
-34.553141,74,189.910678
-88.788135,61,189.921972
-81.52525,85,189.936402
-39.053634,60,189.946446
-48.364525,66,189.9574
-46.1625,87,189.971778
-105.497641,110,189.989828
-56.878195,41,189.996695
-38.087713,53,190.005599
-42.630199,72,190.017601
-42.586643,61,190.028912
-56.713581,63,190.039688
-120.2414,152,190.065309
-58.908886,57,190.07496
-35.303447,43,190.082292
-77.427114,102,190.099104
-78.293106,101,190.115942
-40.166529,40,190.122724
-88.290884,107,190.141817
-46.238477,83,190.155555
-42.144858,41,190.162363
-47.409396,68,190.173772
-48.489485,61,190.183891
-33.452151,36,190.189805
-24.530368,37,190.195998
-104.990212,123,190.215997
-54.289894,95,190.232436
-36.755626,43,190.239689
-50.263529,82,190.253351
-55.338243,68,190.264753
-78.778617,98,190.281228
-80.534828,94,190.296963
-33.786927,45,190.30446
-45.304679,42,190.311406
-63.565837,79,190.324473
-39.266694,99,190.341655
-38.541458,71,190.353837
-59.206036,50,190.641422
-38.454679,73,190.655192
-71.350529,101,190.672682
-34.726962,92,190.688508
-52.394807,68,190.699995
-68.969822,67,190.711299
-35.582443,96,190.72739
-60.934401,58,190.737213
-28.956228,52,190.746035
-62.090568,82,190.760527
-47.040652,73,190.773176
-57.984194,102,190.790444
-49.756558,45,190.798146
-60.994853,115,190.81773
-25.936365,63,190.828327
-81.664987,138,190.851586
-58.020879,84,190.866715
-35.044448,82,190.881017
-54.150607,87,190.896023
-40.308015,96,190.912087
-89.04115,128,190.933773
-79.966615,105,190.95127
-51.857392,69,190.96274
-35.541078,34,190.968447
-111.474037,157,190.995752
-92.828434,103,191.013078
-67.776116,95,191.028953
-50.192032,93,191.044478
-42.070556,39,191.051094
-70.186352,83,191.064788
-77.164609,118,191.086275
-32.032696,59,191.096838
-38.771981,37,191.103349
-45.572501,62,191.114092
-35.340708,41,191.120907
-31.525419,44,191.128183
-41.911986,59,191.137924
-36.578934,49,191.145971
-68.470759,87,191.160884
-73.33219,80,191.174619
-39.843079,95,191.191621
-42.610781,53,191.200717
-29.751774,58,191.210282
-55.072427,73,191.222678
-50.400028,44,191.230243
-27.038188,30,191.235235
-47.26383,51,191.243844
-70.75284,109,191.26185
-57.583103,50,191.270206
-68.349397,114,191.289864
-59.360865,78,191.303472
-35.717565,86,191.318068
-94.331211,105,191.335414
-64.196083,109,191.634282
-57.273187,67,191.645579
-92.495935,105,191.664538
-28.410463,40,191.671695
-39.163639,77,191.686199
-57.401493,75,191.69957
-26.950808,43,191.706911
-75.648169,77,191.721519
-47.402545,58,191.73173
-68.552738,69,191.743374
-39.039412,44,191.750991
-34.282213,83,191.765062
-113.215041,140,191.788799
-99.838903,113,191.80772
-47.196037,96,191.825313
-40.315591,47,191.833463
-40.342418,46,191.841322
-63.282861,84,191.855565
-43.308492,40,191.862379
-38.109081,91,191.877541
-66.831386,78,191.891059
-86.981892,135,191.91441
-38.748645,57,191.925141
-72.240765,102,191.942689
-90.86339,117,191.962322
-157.476503,122,191.983823
-25.513665,43,191.991131
-39.15631,62,192.001393
-42.595531,47,192.009171
-26.163818,35,192.015297
-38.980056,63,192.026531
-86.878687,95,192.042989
-52.36157,40,192.049932
-48.811947,72,192.062102
-69.340578,58,192.071888
-47.233532,79,192.085032
-37.389568,49,192.093134
-80.424572,102,192.109744
-121.047114,165,192.137834
-84.058303,73,192.150238
-78.737942,95,192.165825
-140.212724,135,192.18807
-58.536513,71,192.200103
-37.205271,52,192.208735
-37.549401,35,192.214572
-71.165102,92,192.230137
-33.051024,32,192.235482
-26.164452,67,192.247685
-47.074069,55,192.256955
-96.794851,109,192.274948
-75.350414,76,192.287804
-83.109833,137,192.310279
-68.829108,117,192.607847
-23.297975,50,192.617252
-86.776848,99,192.634314
-45.113513,57,192.643854
-63.494211,104,192.66234
-34.93788,42,192.669845
-55.915194,98,192.687232
-98.410657,101,192.704407
-97.038287,144,192.727882
-50.696572,77,192.740705
-26.546407,50,192.749042
-62.833014,85,192.762884
-37.574192,44,192.771023
-69.020686,76,192.7842
-102.465864,92,192.799633
-52.555993,82,192.813657
-58.496485,83,192.827719
-41.533553,57,192.837135
-35.736175,44,192.844377
-47.543909,103,192.861079
-86.160496,123,192.882682
-47.621997,80,192.896317
-54.626129,62,192.906391
-40.392899,32,192.911677
-36.385389,60,192.921557
-124.051262,99,192.937548
-78.799387,58,192.94705
-39.739604,37,192.953267
-33.487627,88,192.9678
-59.304896,90,192.983664
-94.178882,104,193.001338
-79.505389,76,193.013756
-123.685193,149,193.038481
-104.571238,103,193.056118
-38.320717,64,193.066962
-99.569943,107,193.086241
-33.472923,42,193.093724
-31.801926,60,193.104293
-70.083494,80,193.11805
-45.4809,42,193.125205
-47.92403,76,193.137725
-31.586806,82,193.15147
-135.934059,129,193.17271
-37.799356,84,193.186426
-29.299584,62,193.198028
-52.788139,57,193.207464
-76.412701,129,193.228729
-62.656874,86,193.243027
-43.462375,70,193.255084
-43.414762,37,193.261405
-36.638861,64,193.272178
-51.154336,96,193.288183
-35.222647,50,193.56299
-84.032458,140,193.588345
-83.832287,81,193.602786
-43.79322,46,193.610764
-63.875985,113,193.631438
-57.483624,66,193.642612
-60.747456,88,193.657336
-32.540124,43,193.664703
-118.402715,127,193.686081
-62.328438,71,193.698026
-37.924583,64,193.708775
-27.524602,41,193.71561
-45.967781,42,193.722651
-53.523034,65,193.734819
-122.343697,146,193.759371
-22.783275,41,193.766316
-66.630923,87,193.780895
-151.613805,140,193.80421
-34.31654,92,193.819419
-99.097173,145,193.844479
-28.442508,66,193.855487
-60.228013,95,193.871378
-54.395213,74,193.88381
-177.60974,155,193.9097
-51.656545,85,193.923759
-75.886787,127,193.945637
-124.830399,94,193.961174
-60.523244,84,193.975142
-98.422397,124,193.996088
-61.793918,108,194.014182
-31.175721,44,194.021628
-118.884416,120,194.041706
-74.57134,101,194.059515
-50.554418,54,194.068561
-59.426405,87,194.082825
-33.791342,68,194.093968
-38.287595,73,194.106249
-40.369152,53,194.115093
-132.670175,134,194.136994
-129.467253,108,194.156144
-45.133785,73,194.168458
-92.33991,98,194.185047
-59.60079,70,194.196915
-106.185918,118,194.216639
-35.49188,48,194.224757
-64.03795,81,194.238629
-113.745901,110,194.529143
-41.891077,70,194.541295
-76.110387,112,194.560402
-38.28374,45,194.568294
-37.102627,46,194.577569
-36.493961,37,194.585457
-45.203972,86,194.601096
-56.908291,62,194.611761
-41.160804,52,194.620948
-58.10331,96,194.637181
-41.780902,105,194.654845
-48.908225,109,194.673006
-33.166387,37,194.680326
-44.565351,71,194.692892
-56.378071,63,194.703492
-121.533194,122,194.72354
-36.461962,66,194.734533
-105.807979,98,194.750515
-63.064877,63,194.760931
-59.69544,56,194.770163
-41.536764,39,194.776584
-45.516823,48,194.785308
-47.457062,68,194.796821
-55.705098,80,194.810328
-55.064679,63,194.820947
-25.553865,33,194.826525
-48.545382,86,194.840966
-36.1851,41,194.847935
-107.193621,79,194.860948
-72.092506,73,194.873254
-120.348614,149,194.899195
-46.539904,57,194.908834
-78.932059,102,194.925433
-50.920984,55,194.93447
-41.703294,40,194.940916
-51.46589,116,194.95999
-82.936911,72,194.971788
-55.018285,54,194.980573
-64.148165,87,194.995394
-36.848723,36,195.001667
-57.449299,68,195.012914
-51.270766,60,195.023096
-142.825921,115,195.042434
-35.757626,45,195.050072
-27.26694,33,195.055582
-48.655307,75,195.06816
-33.46904,34,195.073888
-28.67049,27,195.078449
-94.195635,84,195.092365
-34.159844,35,195.099069
-53.383787,50,195.107578
-26.456257,30,195.112712
-89.683868,106,195.130396
-34.731701,68,195.141646
-96.355625,126,195.162344
-56.961997,38,195.168707
-23.43801,34,195.174284
-41.113049,64,195.184813
-82.468024,108,195.203715
-76.806215,104,195.498901
-101.671181,156,195.526566
-45.78162,52,195.535744
-28.678999,76,195.549257
-62.985682,92,195.565215
-26.969902,39,195.571874
-31.062258,53,195.582223
-102.627528,109,195.601204
-74.14809,99,195.618521
-58.589652,62,195.630303
-98.2666,117,195.650758
-25.68528,31,195.656155
-48.468914,103,195.673341
-30.071976,83,195.68719
-51.836362,78,195.700161
-38.966467,61,195.71033
-28.880006,31,195.715639
-37.904669,58,195.728727
-111.922973,145,195.753989
-46.447879,53,195.762668
-54.282654,95,195.77795
-43.882539,38,195.784048
-67.040176,98,195.800197
-32.668697,65,195.811058
-151.609425,108,195.829059
-43.373126,47,195.837604
-67.690082,76,195.850584
-82.972366,99,195.866495
-41.887916,62,195.876574
-48.084446,105,195.893528
-77.561934,140,195.916747
-77.82723,119,195.936152
-35.206985,42,195.944038
-48.313061,38,195.950763
-30.822262,30,195.956075
-22.270338,30,195.961265
-43.76946,49,195.969635
-100.344958,66,195.980885
-68.545967,96,195.996945
-41.674684,53,196.005727
-74.020371,76,196.018015
-79.107879,79,196.03081
-55.167426,98,196.047374
-40.946295,41,196.054607
-44.665298,60,196.06471
-109.427693,114,196.083608
-47.036673,83,196.097495
-42.65842,109,196.115759
-58.761887,66,196.126758
-33.937299,77,196.139541
-30.329605,83,196.154214
-22.219709,55,196.163855
-27.67764,42,196.170982
-59.706151,119,196.191167
-97.174809,120,196.491839
-40.440012,66,196.503074
-32.057493,72,196.515118
-68.122045,77,196.528306
-147.575153,97,196.544646
-61.110447,49,196.553251
-53.238675,70,196.565073
-28.9816,55,196.574326
-55.115631,96,196.594981
-80.331622,71,196.607557
-74.974353,106,196.626205
-90.572278,140,196.650349
-32.890363,88,196.665593
-109.162413,143,196.690552
-72.013064,46,196.698624
-115.797573,98,196.715006
-29.114835,59,196.724795
-55.675873,65,196.735416
-30.346448,51,196.743909
-91.170105,102,196.760294
-75.882632,55,196.769303
-41.84832,87,196.783506
-62.568866,71,196.796679
-27.782619,54,196.805719
-60.047496,90,196.820593
-76.813035,60,196.831799
-99.748987,102,196.84928
-103.904197,92,196.864724
-75.09759,65,196.875456
-47.625415,80,196.888776
-30.997436,46,196.897321
-51.585313,53,196.906569
-41.148887,77,196.919388
-61.018073,69,196.930593
-43.536164,104,196.947611
-48.174327,79,196.960883
-49.169981,53,196.969774
-45.787829,51,196.978228
-47.436577,50,196.986597
-112.982459,97,197.004534
-88.701945,118,197.024896
-49.043507,59,197.035041
-44.197663,82,197.04923
-96.358194,88,197.064411
-43.38269,87,197.078886
-109.031414,92,197.094698
-69.650035,95,197.112644
-75.239103,160,197.160112
-92.541082,123,197.180934
-33.773635,44,197.188398
-56.624558,92,197.46585
-37.255427,69,197.477912
-122.571081,109,197.495836
-40.14162,60,197.506495
-38.705286,72,197.518561
-158.465763,150,197.545418
-25.849355,50,197.555061
-85.959909,97,197.572947
-20.823475,25,197.577395
-28.909565,37,197.585085
-65.617589,63,197.5964
-101.664512,87,197.611256
-51.338809,44,197.619059
-83.949394,118,197.640243
-45.311076,97,197.656677
-35.086266,42,197.663827
-31.706548,38,197.670378
-31.787623,32,197.675799
-104.990169,97,197.692049
-57.460857,70,197.703944
-33.621248,61,197.714239
-25.60239,36,197.720171
-74.32327,72,197.732029
-28.115395,42,197.739785
-53.618505,50,197.748459
-68.518837,71,197.76052
-86.67918,79,197.77357
-28.443198,50,197.781825
-49.913827,83,197.795503
-47.995903,77,197.808223
-114.037624,132,197.830172
-118.200178,131,197.85294
-36.833444,54,197.86198
-103.809263,127,197.883744
-47.314422,40,197.890471
-68.053869,89,197.905229
-24.271503,39,197.911718
-49.46353,82,197.925401
-31.553212,46,197.93322
-35.899828,67,197.944589
-59.582129,111,197.964257
-64.193287,62,197.974465
-55.218963,75,197.986963
-80.194521,97,198.002989
-56.564289,54,198.01223
-36.016418,57,198.021856
-55.697711,57,198.031502
-95.536709,117,198.050956
-64.539638,52,198.060601
-55.290786,63,198.071568
-95.61671,67,198.082868
-42.459361,34,198.088588
-85.40211,98,198.104891
-34.568481,53,198.113864
-55.197274,61,198.124114
-45.833316,53,198.133018
-55.152189,71,198.144812
-89.540354,140,198.43603
-87.548581,143,198.460493
-63.541444,83,198.475441
-81.229846,87,198.490465
-65.856009,115,198.510067
-26.288426,33,198.515873
-84.611888,85,198.530257
-138.559392,117,198.550362
-38.651166,59,198.560497
-81.212488,122,198.583321
-56.250213,78,198.597974
-70.694652,75,198.610902
-36.474581,67,198.622469
-24.274954,32,198.627885
-49.469993,82,198.642219
-44.664819,70,198.654225
-120.630345,146,198.678857
-76.402756,113,198.699569
-90.107938,93,198.715564
-50.247679,73,198.728071
-125.337552,108,198.74638
-24.947952,48,198.754369
-38.553763,65,198.765374
-92.203693,80,198.778746
-49.524518,72,198.790695
-37.788231,47,198.799665
-92.707345,134,198.821855
-87.227022,90,198.837005
-40.420191,50,198.845407
-63.158945,62,198.855719
-98.941546,130,198.87713
-54.355721,92,198.892787
-70.852536,76,198.90644
-43.462977,82,198.920088
-31.490467,77,198.932785
-61.598428,85,198.946711
-48.073416,48,198.954631
-88.263269,93,198.970193
-44.367737,49,198.978372
-62.739953,60,198.988269
-99.005337,111,199.008024
-43.976641,47,199.016473
-69.513547,73,199.028883
-29.711834,37,199.035065
-50.74318,57,199.044313
-38.164664,64,199.054784
-73.954162,71,199.066492
-102.120517,118,199.085829
-23.643849,62,199.096072
-48.978142,75,199.109173
-89.220448,124,199.130497
-85.802344,91,199.413849
-70.982884,80,199.428191
-62.050948,101,199.445521
-92.938963,93,199.461596
-99.392987,126,199.482921
-72.023795,57,199.49266
-109.768101,101,199.509794
-53.649571,56,199.519233
-65.14255,91,199.53543
-41.464611,49,199.544004
-74.849964,79,199.557755
-52.343091,69,199.569874
-38.197167,71,199.583629
-77.871565,70,199.595566
-80.492819,86,199.610147
-73.19301,87,199.625161
-87.029515,72,199.638251
-175.468977,132,199.660869
-38.328482,72,199.673148
-34.714322,50,199.681529
-41.167265,89,199.696213
-134.315786,164,199.723412
-32.658605,42,199.730437
-87.060632,126,199.752564
-51.794765,78,199.765605
-77.786489,88,199.780356
-68.069228,131,199.802429
-28.848641,46,199.810252
-81.382776,101,199.82719
-95.297351,99,199.843998
-99.269922,74,199.857802
-44.486713,78,199.870951
-134.684254,139,199.894294
-77.912391,100,199.911262
-88.451073,141,199.934471
-66.173428,84,199.948505
-75.727596,104,199.96705
-40.540819,69,199.97836
-101.962359,105,199.995641
-89.919955,119,200.015558
-54.580621,86,200.029863
-39.048478,58,200.039531
-31.165447,54,200.04845
-32.941757,60,200.059044
-49.174041,73,200.071787
-56.892026,77,200.084764
-86.794862,139,200.378204
-85.324902,92,200.394562
-50.394922,64,200.405296
-73.807707,67,200.416261
-81.024594,97,200.432238
-37.008794,61,200.442779
-42.328069,45,200.450393
-69.923519,118,200.469721
-49.364365,76,200.483096
-32.89988,52,200.492013
-79.28919,99,200.508872
-34.409517,33,200.514658
-89.784081,124,200.534975
-77.263309,99,200.551742
-46.467292,73,200.564711
-51.575318,47,200.573432
-39.050451,83,200.58972
-41.809504,90,200.605576
-67.306651,99,200.622475
-118.266408,124,200.643964
-134.332851,131,200.667029
-57.977704,75,200.67965
-134.401864,100,200.697226
-113.961834,108,200.715527
-97.725821,122,200.735612
-57.942931,82,200.748975
-24.387125,44,200.756552
-34.214295,66,200.767568
-30.07607,31,200.772588
-30.397427,60,200.78232
-25.848861,27,200.786725
-69.78828,109,200.805744
-46.826189,81,200.819496
-61.573984,61,200.82969
-44.5325,79,200.842866
-40.537648,67,200.853995
-76.420498,128,200.875568
-71.880967,72,200.887792
-49.39816,58,200.897797
-106.47084,109,200.917809
-72.808201,105,200.935635
-30.542012,47,200.943713
-63.096919,98,200.960568
-55.398163,132,200.982788
-29.986816,35,200.988738
-44.912829,80,201.002344
-53.542081,98,201.020097
-96.34538,87,201.034793
-107.083643,153,201.060589
-58.86614,89,201.343631
-67.523246,88,201.358914
-49.267111,94,201.374872
-72.881558,58,201.384827
-42.833236,97,201.401023
-41.216102,54,201.410026
-121.780397,122,201.431479
-23.682438,27,201.436228
-44.895552,72,201.448397
-63.596178,54,201.457467
-53.101606,89,201.472379
-39.537549,44,201.479729
-39.690682,41,201.486898
-52.286643,79,201.500131
-55.145226,80,201.513482
